county,ward,office,district,total.votes,party,candidate,votes
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 83,IND,Thomas Leager,7
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 83,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 83,,Scattering,1
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 84,DEM,Tammy Baldwin,743
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 84,REP,Eric Hovde,131
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 84,IND,Phil Anderson,10
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 84,IND,Thomas Leager,6
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 84,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 84,,Scattering,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 85,DEM,Tammy Baldwin,1683
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 85,REP,Eric Hovde,152
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 85,IND,Phil Anderson,13
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 85,IND,Thomas Leager,2
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 85,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 85,,Scattering,1
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 86,DEM,Tammy Baldwin,1132
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 86,REP,Eric Hovde,113
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 86,IND,Phil Anderson,8
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 86,IND,Thomas Leager,2
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 86,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 86,,Scattering,1
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 87,DEM,Tammy Baldwin,1513
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 87,REP,Eric Hovde,160
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 87,IND,Phil Anderson,12
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 87,IND,Thomas Leager,8
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 87,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 87,,Scattering,3
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 88,DEM,Tammy Baldwin,1398
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 88,REP,Eric Hovde,127
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 88,IND,Phil Anderson,8
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 88,IND,Thomas Leager,2
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 88,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 88,,Scattering,2
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 89,DEM,Tammy Baldwin,1496
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 89,REP,Eric Hovde,246
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 89,IND,Phil Anderson,9
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 89,IND,Thomas Leager,5
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 89,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 89,,Scattering,1
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 90,DEM,Tammy Baldwin,917
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 90,REP,Eric Hovde,123
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 90,IND,Phil Anderson,2
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 90,IND,Thomas Leager,2
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 90,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 90,,Scattering,1
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 91,DEM,Tammy Baldwin,1889
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 91,REP,Eric Hovde,231
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 91,IND,Phil Anderson,7
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 91,IND,Thomas Leager,4
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 91,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 91,,Scattering,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 92,DEM,Tammy Baldwin,1106
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 92,REP,Eric Hovde,198
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 92,IND,Phil Anderson,9
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 92,IND,Thomas Leager,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 92,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 92,,Scattering,1
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 93,DEM,Tammy Baldwin,1240
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 93,REP,Eric Hovde,150
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 93,IND,Phil Anderson,4
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 93,IND,Thomas Leager,3
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 93,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 93,,Scattering,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 94,DEM,Tammy Baldwin,1765
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 94,REP,Eric Hovde,244
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 94,IND,Phil Anderson,16
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 94,IND,Thomas Leager,6
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 94,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 94,,Scattering,1
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 95,DEM,Tammy Baldwin,654
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 95,REP,Eric Hovde,116
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 95,IND,Phil Anderson,16
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 95,IND,Thomas Leager,5
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 95,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 95,,Scattering,2
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 96,DEM,Tammy Baldwin,1469
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 96,REP,Eric Hovde,382
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 96,IND,Phil Anderson,15
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 96,IND,Thomas Leager,5
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 96,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 96,,Scattering,1
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 97,DEM,Tammy Baldwin,1104
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 97,REP,Eric Hovde,208
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 97,IND,Phil Anderson,6
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 97,IND,Thomas Leager,5
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 97,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 97,,Scattering,1
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 98,DEM,Tammy Baldwin,1686
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 98,REP,Eric Hovde,347
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 98,IND,Phil Anderson,20
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 98,IND,Thomas Leager,5
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 98,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 98,,Scattering,4
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 99,DEM,Tammy Baldwin,647
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 99,REP,Eric Hovde,111
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 99,IND,Phil Anderson,3
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 99,IND,Thomas Leager,2
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 99,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 99,,Scattering,2
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 100,DEM,Tammy Baldwin,363
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 100,REP,Eric Hovde,70
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 100,IND,Phil Anderson,9
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 100,IND,Thomas Leager,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 100,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 100,,Scattering,1
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 101,DEM,Tammy Baldwin,1047
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 101,REP,Eric Hovde,236
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 101,IND,Phil Anderson,16
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 101,IND,Thomas Leager,2
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 101,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 101,,Scattering,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 102,DEM,Tammy Baldwin,847
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 102,REP,Eric Hovde,217
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 102,IND,Phil Anderson,9
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 102,IND,Thomas Leager,6
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 102,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 102,,Scattering,2
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 103,DEM,Tammy Baldwin,1588
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 103,REP,Eric Hovde,357
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 103,IND,Phil Anderson,13
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 103,IND,Thomas Leager,3
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 103,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 103,,Scattering,2
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 104,DEM,Tammy Baldwin,1600
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 104,REP,Eric Hovde,409
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 104,IND,Phil Anderson,20
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 104,IND,Thomas Leager,7
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 104,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 104,,Scattering,7
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 105,DEM,Tammy Baldwin,1253
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 105,REP,Eric Hovde,271
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 105,IND,Phil Anderson,10
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 105,IND,Thomas Leager,5
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 105,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 105,,Scattering,1
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 106,DEM,Tammy Baldwin,1403
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 106,REP,Eric Hovde,331
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 106,IND,Phil Anderson,12
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 106,IND,Thomas Leager,8
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 106,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 106,,Scattering,1
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 107,DEM,Tammy Baldwin,1649
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 107,REP,Eric Hovde,313
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 107,IND,Phil Anderson,17
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 107,IND,Thomas Leager,4
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 107,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 107,,Scattering,1
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 108,DEM,Tammy Baldwin,488
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 108,REP,Eric Hovde,92
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 108,IND,Phil Anderson,9
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 108,IND,Thomas Leager,5
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 108,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 108,,Scattering,2
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 109,DEM,Tammy Baldwin,743
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 109,REP,Eric Hovde,242
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 109,IND,Phil Anderson,5
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 109,IND,Thomas Leager,4
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 109,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 109,,Scattering,2
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 110,DEM,Tammy Baldwin,1374
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 110,REP,Eric Hovde,263
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 110,IND,Phil Anderson,20
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 110,IND,Thomas Leager,7
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 110,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 110,,Scattering,2
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 111,DEM,Tammy Baldwin,643
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 111,REP,Eric Hovde,148
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 111,IND,Phil Anderson,6
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 111,IND,Thomas Leager,2
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 111,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 111,,Scattering,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 112,DEM,Tammy Baldwin,444
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 112,REP,Eric Hovde,122
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 112,IND,Phil Anderson,5
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 112,IND,Thomas Leager,4
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 112,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 112,,Scattering,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 113,DEM,Tammy Baldwin,1747
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 113,REP,Eric Hovde,735
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 113,IND,Phil Anderson,7
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 113,IND,Thomas Leager,4
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 113,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 113,,Scattering,2
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 114,DEM,Tammy Baldwin,2450
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 114,REP,Eric Hovde,727
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 114,IND,Phil Anderson,27
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 114,IND,Thomas Leager,13
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 114,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 114,,Scattering,1
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 115,DEM,Tammy Baldwin,1635
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 115,REP,Eric Hovde,250
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 115,IND,Phil Anderson,24
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 115,IND,Thomas Leager,8
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 115,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 115,,Scattering,3
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 116,DEM,Tammy Baldwin,1452
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 116,REP,Eric Hovde,314
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 116,IND,Phil Anderson,18
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 116,IND,Thomas Leager,4
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 116,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 116,,Scattering,1
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 117,DEM,Tammy Baldwin,1267
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 117,REP,Eric Hovde,363
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 117,IND,Phil Anderson,11
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 117,IND,Thomas Leager,6
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 117,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 117,,Scattering,2
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 118,DEM,Tammy Baldwin,961
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 118,REP,Eric Hovde,366
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 118,IND,Phil Anderson,8
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 118,IND,Thomas Leager,2
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 118,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 118,,Scattering,1
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 119,DEM,Tammy Baldwin,1273
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 119,REP,Eric Hovde,472
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 119,IND,Phil Anderson,16
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 119,IND,Thomas Leager,3
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 119,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 119,,Scattering,4
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 120,DEM,Tammy Baldwin,4
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 120,REP,Eric Hovde,3
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 120,IND,Phil Anderson,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 120,IND,Thomas Leager,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 120,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 120,,Scattering,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 121,DEM,Tammy Baldwin,1
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 121,REP,Eric Hovde,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 121,IND,Phil Anderson,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 121,IND,Thomas Leager,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 121,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 121,,Scattering,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 122,DEM,Tammy Baldwin,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 122,REP,Eric Hovde,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 122,IND,Phil Anderson,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 122,IND,Thomas Leager,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 122,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 122,,Scattering,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 123,DEM,Tammy Baldwin,66
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 123,REP,Eric Hovde,29
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 123,IND,Phil Anderson,1
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 123,IND,Thomas Leager,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 123,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 123,,Scattering,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 124,DEM,Tammy Baldwin,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 124,REP,Eric Hovde,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 124,IND,Phil Anderson,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 124,IND,Thomas Leager,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 124,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 124,,Scattering,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 125,DEM,Tammy Baldwin,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 125,REP,Eric Hovde,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 125,IND,Phil Anderson,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 125,IND,Thomas Leager,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 125,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 125,,Scattering,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 126,DEM,Tammy Baldwin,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 126,REP,Eric Hovde,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 126,IND,Phil Anderson,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 126,IND,Thomas Leager,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 126,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 126,,Scattering,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 127,DEM,Tammy Baldwin,330
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 127,REP,Eric Hovde,24
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 127,IND,Phil Anderson,6
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 127,IND,Thomas Leager,1
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 127,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 127,,Scattering,1
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 128,DEM,Tammy Baldwin,516
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 128,REP,Eric Hovde,64
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 128,IND,Phil Anderson,10
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 128,IND,Thomas Leager,1
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 128,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 128,,Scattering,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 129,DEM,Tammy Baldwin,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 129,REP,Eric Hovde,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 129,IND,Phil Anderson,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 129,IND,Thomas Leager,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 129,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 129,,Scattering,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 130,DEM,Tammy Baldwin,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 130,REP,Eric Hovde,2
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 130,IND,Phil Anderson,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 130,IND,Thomas Leager,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 130,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 130,,Scattering,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 131,DEM,Tammy Baldwin,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 131,REP,Eric Hovde,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 131,IND,Phil Anderson,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 131,IND,Thomas Leager,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 131,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 131,,Scattering,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 132,DEM,Tammy Baldwin,744
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 132,REP,Eric Hovde,113
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 132,IND,Phil Anderson,14
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 132,IND,Thomas Leager,7
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 132,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 132,,Scattering,1
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 133,DEM,Tammy Baldwin,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 133,REP,Eric Hovde,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 133,IND,Phil Anderson,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 133,IND,Thomas Leager,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 133,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 133,,Scattering,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 134,DEM,Tammy Baldwin,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 134,REP,Eric Hovde,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 134,IND,Phil Anderson,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 134,IND,Thomas Leager,0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 134,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MADISON Ward 134,,Scattering,0
U.S. Congressional District: 2,,Senate,,City of MIDDLETON Wards 1-4,DEM,Tammy Baldwin,3054
U.S. Congressional District: 2,,Senate,,City of MIDDLETON Wards 1-4,REP,Eric Hovde,777
U.S. Congressional District: 2,,Senate,,City of MIDDLETON Wards 1-4,IND,Phil Anderson,22
U.S. Congressional District: 2,,Senate,,City of MIDDLETON Wards 1-4,IND,Thomas Leager,9
U.S. Congressional District: 2,,Senate,,City of MIDDLETON Wards 1-4,NP,John Schiess (write-in),0
U.S. Congressional District: 2,,Senate,,City of MIDDLETON Wards 1-4,,Scattering,5
U.S. Congressional District: 2,,Senate,,"City of MIDDLETON Wards 5-8,21",DEM,Tammy Baldwin,2727
