county,ward,office,district,total.votes,party,candidate,votes
Milwaukee,City Of Milwaukee Ward 112,Supreme Court,,67,,Scattering,0
Milwaukee,City Of Milwaukee Ward 113,Supreme Court,,99,NP,Chris Taylor,92
Milwaukee,City Of Milwaukee Ward 113,Supreme Court,,99,NP,Maria S. Lazar,7
Milwaukee,City Of Milwaukee Ward 113,Supreme Court,,99,,Scattering,0
Milwaukee,City Of Milwaukee Ward 114,Supreme Court,,98,NP,Chris Taylor,89
Milwaukee,City Of Milwaukee Ward 114,Supreme Court,,98,NP,Maria S. Lazar,9
Milwaukee,City Of Milwaukee Ward 114,Supreme Court,,98,,Scattering,0
Milwaukee,City Of Milwaukee Ward 115,Supreme Court,,161,NP,Chris Taylor,150
Milwaukee,City Of Milwaukee Ward 115,Supreme Court,,161,NP,Maria S. Lazar,11
Milwaukee,City Of Milwaukee Ward 115,Supreme Court,,161,,Scattering,0
Milwaukee,City Of Milwaukee Ward 116,Supreme Court,,117,NP,Chris Taylor,105
Milwaukee,City Of Milwaukee Ward 116,Supreme Court,,117,NP,Maria S. Lazar,12
Milwaukee,City Of Milwaukee Ward 116,Supreme Court,,117,,Scattering,0
Milwaukee,City Of Milwaukee Ward 117,Supreme Court,,153,NP,Chris Taylor,140
Milwaukee,City Of Milwaukee Ward 117,Supreme Court,,153,NP,Maria S. Lazar,13
Milwaukee,City Of Milwaukee Ward 117,Supreme Court,,153,,Scattering,0
Milwaukee,City Of Milwaukee Ward 118,Supreme Court,,137,NP,Chris Taylor,128
Milwaukee,City Of Milwaukee Ward 118,Supreme Court,,137,NP,Maria S. Lazar,8
Milwaukee,City Of Milwaukee Ward 118,Supreme Court,,137,,Scattering,1
Milwaukee,City Of Milwaukee Ward 119,Supreme Court,,562,NP,Chris Taylor,531
Milwaukee,City Of Milwaukee Ward 119,Supreme Court,,562,NP,Maria S. Lazar,31
Milwaukee,City Of Milwaukee Ward 119,Supreme Court,,562,,Scattering,0
Milwaukee,City Of Milwaukee Ward 120,Supreme Court,,227,NP,Chris Taylor,207
Milwaukee,City Of Milwaukee Ward 120,Supreme Court,,227,NP,Maria S. Lazar,20
Milwaukee,City Of Milwaukee Ward 120,Supreme Court,,227,,Scattering,0
Milwaukee,City Of Milwaukee Ward 121,Supreme Court,,538,NP,Chris Taylor,506
Milwaukee,City Of Milwaukee Ward 121,Supreme Court,,538,NP,Maria S. Lazar,31
Milwaukee,City Of Milwaukee Ward 121,Supreme Court,,538,,Scattering,1
Milwaukee,City Of Milwaukee Ward 122,Supreme Court,,501,NP,Chris Taylor,471
Milwaukee,City Of Milwaukee Ward 122,Supreme Court,,501,NP,Maria S. Lazar,30
Milwaukee,City Of Milwaukee Ward 122,Supreme Court,,501,,Scattering,0
Milwaukee,City Of Milwaukee Ward 123,Supreme Court,,756,NP,Chris Taylor,694
Milwaukee,City Of Milwaukee Ward 123,Supreme Court,,756,NP,Maria S. Lazar,61
Milwaukee,City Of Milwaukee Ward 123,Supreme Court,,756,,Scattering,1
Milwaukee,City Of Milwaukee Ward 124,Supreme Court,,771,NP,Chris Taylor,735
Milwaukee,City Of Milwaukee Ward 124,Supreme Court,,771,NP,Maria S. Lazar,36
Milwaukee,City Of Milwaukee Ward 124,Supreme Court,,771,,Scattering,0
Milwaukee,City Of Milwaukee Ward 125,Supreme Court,,602,NP,Chris Taylor,564
Milwaukee,City Of Milwaukee Ward 125,Supreme Court,,602,NP,Maria S. Lazar,38
Milwaukee,City Of Milwaukee Ward 125,Supreme Court,,602,,Scattering,0
Milwaukee,City Of Milwaukee Ward 126,Supreme Court,,431,NP,Chris Taylor,409
Milwaukee,City Of Milwaukee Ward 126,Supreme Court,,431,NP,Maria S. Lazar,22
Milwaukee,City Of Milwaukee Ward 126,Supreme Court,,431,,Scattering,0
Milwaukee,City Of Milwaukee Ward 127,Supreme Court,,693,NP,Chris Taylor,595
Milwaukee,City Of Milwaukee Ward 127,Supreme Court,,693,NP,Maria S. Lazar,98
Milwaukee,City Of Milwaukee Ward 127,Supreme Court,,693,,Scattering,0
Milwaukee,City Of Milwaukee Ward 128,Supreme Court,,1092,NP,Chris Taylor,945
Milwaukee,City Of Milwaukee Ward 128,Supreme Court,,1092,NP,Maria S. Lazar,145
Milwaukee,City Of Milwaukee Ward 128,Supreme Court,,1092,,Scattering,2
Milwaukee,City Of Milwaukee Ward 129,Supreme Court,,431,NP,Chris Taylor,409
Milwaukee,City Of Milwaukee Ward 129,Supreme Court,,431,NP,Maria S. Lazar,22
Milwaukee,City Of Milwaukee Ward 129,Supreme Court,,431,,Scattering,0
Milwaukee,City Of Milwaukee Ward 130,Supreme Court,,460,NP,Chris Taylor,432
Milwaukee,City Of Milwaukee Ward 130,Supreme Court,,460,NP,Maria S. Lazar,28
Milwaukee,City Of Milwaukee Ward 130,Supreme Court,,460,,Scattering,0
Milwaukee,City Of Milwaukee Ward 131,Supreme Court,,603,NP,Chris Taylor,551
Milwaukee,City Of Milwaukee Ward 131,Supreme Court,,603,NP,Maria S. Lazar,51
Milwaukee,City Of Milwaukee Ward 131,Supreme Court,,603,,Scattering,1
Milwaukee,City Of Milwaukee Ward 132,Supreme Court,,563,NP,Chris Taylor,530
Milwaukee,City Of Milwaukee Ward 132,Supreme Court,,563,NP,Maria S. Lazar,33
Milwaukee,City Of Milwaukee Ward 132,Supreme Court,,563,,Scattering,0
Milwaukee,City Of Milwaukee Ward 133,Supreme Court,,381,NP,Chris Taylor,354
Milwaukee,City Of Milwaukee Ward 133,Supreme Court,,381,NP,Maria S. Lazar,26
Milwaukee,City Of Milwaukee Ward 133,Supreme Court,,381,,Scattering,1
Milwaukee,City Of Milwaukee Ward 134,Supreme Court,,556,NP,Chris Taylor,526
Milwaukee,City Of Milwaukee Ward 134,Supreme Court,,556,NP,Maria S. Lazar,30
Milwaukee,City Of Milwaukee Ward 134,Supreme Court,,556,,Scattering,0
Milwaukee,City Of Milwaukee Ward 135,Supreme Court,,759,NP,Chris Taylor,723
Milwaukee,City Of Milwaukee Ward 135,Supreme Court,,759,NP,Maria S. Lazar,36
Milwaukee,City Of Milwaukee Ward 135,Supreme Court,,759,,Scattering,0
Milwaukee,City Of Milwaukee Ward 136,Supreme Court,,119,NP,Chris Taylor,106
Milwaukee,City Of Milwaukee Ward 136,Supreme Court,,119,NP,Maria S. Lazar,13
Milwaukee,City Of Milwaukee Ward 136,Supreme Court,,119,,Scattering,0
Milwaukee,City Of Milwaukee Ward 137,Supreme Court,,144,NP,Chris Taylor,134
Milwaukee,City Of Milwaukee Ward 137,Supreme Court,,144,NP,Maria S. Lazar,9
Milwaukee,City Of Milwaukee Ward 137,Supreme Court,,144,,Scattering,1
Milwaukee,City Of Milwaukee Ward 138,Supreme Court,,149,NP,Chris Taylor,134
Milwaukee,City Of Milwaukee Ward 138,Supreme Court,,149,NP,Maria S. Lazar,14
Milwaukee,City Of Milwaukee Ward 138,Supreme Court,,149,,Scattering,1
Milwaukee,City Of Milwaukee Ward 139,Supreme Court,,80,NP,Chris Taylor,72
Milwaukee,City Of Milwaukee Ward 139,Supreme Court,,80,NP,Maria S. Lazar,8
Milwaukee,City Of Milwaukee Ward 139,Supreme Court,,80,,Scattering,0
Milwaukee,City Of Milwaukee Ward 140,Supreme Court,,174,NP,Chris Taylor,168
Milwaukee,City Of Milwaukee Ward 140,Supreme Court,,174,NP,Maria S. Lazar,6
Milwaukee,City Of Milwaukee Ward 140,Supreme Court,,174,,Scattering,0
Milwaukee,City Of Milwaukee Ward 141,Supreme Court,,180,NP,Chris Taylor,159
Milwaukee,City Of Milwaukee Ward 141,Supreme Court,,180,NP,Maria S. Lazar,21
Milwaukee,City Of Milwaukee Ward 141,Supreme Court,,180,,Scattering,0
Milwaukee,City Of Milwaukee Ward 142,Supreme Court,,85,NP,Chris Taylor,78
Milwaukee,City Of Milwaukee Ward 142,Supreme Court,,85,NP,Maria S. Lazar,6
Milwaukee,City Of Milwaukee Ward 142,Supreme Court,,85,,Scattering,1
Milwaukee,City Of Milwaukee Ward 143,Supreme Court,,67,NP,Chris Taylor,60
Milwaukee,City Of Milwaukee Ward 143,Supreme Court,,67,NP,Maria S. Lazar,7
Milwaukee,City Of Milwaukee Ward 143,Supreme Court,,67,,Scattering,0
Milwaukee,City Of Milwaukee Ward 144,Supreme Court,,134,NP,Chris Taylor,127
Milwaukee,City Of Milwaukee Ward 144,Supreme Court,,134,NP,Maria S. Lazar,7
Milwaukee,City Of Milwaukee Ward 144,Supreme Court,,134,,Scattering,0
Milwaukee,City Of Milwaukee Ward 145,Supreme Court,,115,NP,Chris Taylor,107
Milwaukee,City Of Milwaukee Ward 145,Supreme Court,,115,NP,Maria S. Lazar,7
Milwaukee,City Of Milwaukee Ward 145,Supreme Court,,115,,Scattering,1
Milwaukee,City Of Milwaukee Ward 146,Supreme Court,,118,NP,Chris Taylor,98
Milwaukee,City Of Milwaukee Ward 146,Supreme Court,,118,NP,Maria S. Lazar,20
Milwaukee,City Of Milwaukee Ward 146,Supreme Court,,118,,Scattering,0
Milwaukee,City Of Milwaukee Ward 147,Supreme Court,,73,NP,Chris Taylor,65
Milwaukee,City Of Milwaukee Ward 147,Supreme Court,,73,NP,Maria S. Lazar,8
Milwaukee,City Of Milwaukee Ward 147,Supreme Court,,73,,Scattering,0
Milwaukee,City Of Milwaukee Ward 148,Supreme Court,,65,NP,Chris Taylor,58
Milwaukee,City Of Milwaukee Ward 148,Supreme Court,,65,NP,Maria S. Lazar,7
Milwaukee,City Of Milwaukee Ward 148,Supreme Court,,65,,Scattering,0
Milwaukee,City Of Milwaukee Ward 149,Supreme Court,,204,NP,Chris Taylor,184
Milwaukee,City Of Milwaukee Ward 149,Supreme Court,,204,NP,Maria S. Lazar,20
Milwaukee,City Of Milwaukee Ward 149,Supreme Court,,204,,Scattering,0
Milwaukee,City Of Milwaukee Ward 150,Supreme Court,,144,NP,Chris Taylor,131
Milwaukee,City Of Milwaukee Ward 150,Supreme Court,,144,NP,Maria S. Lazar,13
Milwaukee,City Of Milwaukee Ward 150,Supreme Court,,144,,Scattering,0
Milwaukee,City Of Milwaukee Ward 151,Supreme Court,,74,NP,Chris Taylor,68
Milwaukee,City Of Milwaukee Ward 151,Supreme Court,,74,NP,Maria S. Lazar,6
Milwaukee,City Of Milwaukee Ward 151,Supreme Court,,74,,Scattering,0
Milwaukee,City Of Milwaukee Ward 152,Supreme Court,,187,NP,Chris Taylor,180
Milwaukee,City Of Milwaukee Ward 152,Supreme Court,,187,NP,Maria S. Lazar,6
Milwaukee,City Of Milwaukee Ward 152,Supreme Court,,187,,Scattering,1
Milwaukee,City Of Milwaukee Ward 153,Supreme Court,,195,NP,Chris Taylor,174
Milwaukee,City Of Milwaukee Ward 153,Supreme Court,,195,NP,Maria S. Lazar,21
Milwaukee,City Of Milwaukee Ward 153,Supreme Court,,195,,Scattering,0
Milwaukee,City Of Milwaukee Ward 154,Supreme Court,,162,NP,Chris Taylor,147
Milwaukee,City Of Milwaukee Ward 154,Supreme Court,,162,NP,Maria S. Lazar,14
Milwaukee,City Of Milwaukee Ward 154,Supreme Court,,162,,Scattering,1
Milwaukee,City Of Milwaukee Ward 155,Supreme Court,,124,NP,Chris Taylor,108
Milwaukee,City Of Milwaukee Ward 155,Supreme Court,,124,NP,Maria S. Lazar,16
Milwaukee,City Of Milwaukee Ward 155,Supreme Court,,124,,Scattering,0
Milwaukee,City Of Milwaukee Ward 156,Supreme Court,,509,NP,Chris Taylor,435
Milwaukee,City Of Milwaukee Ward 156,Supreme Court,,509,NP,Maria S. Lazar,74
Milwaukee,City Of Milwaukee Ward 156,Supreme Court,,509,,Scattering,0
Milwaukee,City Of Milwaukee Ward 157,Supreme Court,,125,NP,Chris Taylor,114
Milwaukee,City Of Milwaukee Ward 157,Supreme Court,,125,NP,Maria S. Lazar,10
Milwaukee,City Of Milwaukee Ward 157,Supreme Court,,125,,Scattering,1
Milwaukee,City Of Milwaukee Ward 158,Supreme Court,,409,NP,Chris Taylor,333
Milwaukee,City Of Milwaukee Ward 158,Supreme Court,,409,NP,Maria S. Lazar,74
Milwaukee,City Of Milwaukee Ward 158,Supreme Court,,409,,Scattering,2
Milwaukee,City Of Milwaukee Ward 159,Supreme Court,,123,NP,Chris Taylor,104
Milwaukee,City Of Milwaukee Ward 159,Supreme Court,,123,NP,Maria S. Lazar,18
Milwaukee,City Of Milwaukee Ward 159,Supreme Court,,123,,Scattering,1
Milwaukee,City Of Milwaukee Ward 160,Supreme Court,,217,NP,Chris Taylor,191
Milwaukee,City Of Milwaukee Ward 160,Supreme Court,,217,NP,Maria S. Lazar,26
Milwaukee,City Of Milwaukee Ward 160,Supreme Court,,217,,Scattering,0
Milwaukee,City Of Milwaukee Ward 161,Supreme Court,,244,NP,Chris Taylor,200
Milwaukee,City Of Milwaukee Ward 161,Supreme Court,,244,NP,Maria S. Lazar,44
Milwaukee,City Of Milwaukee Ward 161,Supreme Court,,244,,Scattering,0
Milwaukee,City Of Milwaukee Ward 162,Supreme Court,,624,NP,Chris Taylor,563
Milwaukee,City Of Milwaukee Ward 162,Supreme Court,,624,NP,Maria S. Lazar,60
Milwaukee,City Of Milwaukee Ward 162,Supreme Court,,624,,Scattering,1
Milwaukee,City Of Milwaukee Ward 163,Supreme Court,,427,NP,Chris Taylor,380
Milwaukee,City Of Milwaukee Ward 163,Supreme Court,,427,NP,Maria S. Lazar,47
Milwaukee,City Of Milwaukee Ward 163,Supreme Court,,427,,Scattering,0
Milwaukee,City Of Milwaukee Ward 164,Supreme Court,,1119,NP,Chris Taylor,959
Milwaukee,City Of Milwaukee Ward 164,Supreme Court,,1119,NP,Maria S. Lazar,159
Milwaukee,City Of Milwaukee Ward 164,Supreme Court,,1119,,Scattering,1
Milwaukee,City Of Milwaukee Ward 165,Supreme Court,,100,NP,Chris Taylor,90
Milwaukee,City Of Milwaukee Ward 165,Supreme Court,,100,NP,Maria S. Lazar,10
Milwaukee,City Of Milwaukee Ward 165,Supreme Court,,100,,Scattering,0
Milwaukee,City Of Milwaukee Ward 166,Supreme Court,,78,NP,Chris Taylor,71
Milwaukee,City Of Milwaukee Ward 166,Supreme Court,,78,NP,Maria S. Lazar,7
Milwaukee,City Of Milwaukee Ward 166,Supreme Court,,78,,Scattering,0
Milwaukee,City Of Milwaukee Ward 167,Supreme Court,,31,NP,Chris Taylor,27
Milwaukee,City Of Milwaukee Ward 167,Supreme Court,,31,NP,Maria S. Lazar,4
Milwaukee,City Of Milwaukee Ward 167,Supreme Court,,31,,Scattering,0
Milwaukee,City Of Milwaukee Ward 168,Supreme Court,,123,NP,Chris Taylor,109
Milwaukee,City Of Milwaukee Ward 168,Supreme Court,,123,NP,Maria S. Lazar,14
Milwaukee,City Of Milwaukee Ward 168,Supreme Court,,123,,Scattering,0
Milwaukee,City Of Milwaukee Ward 169,Supreme Court,,179,NP,Chris Taylor,168
Milwaukee,City Of Milwaukee Ward 169,Supreme Court,,179,NP,Maria S. Lazar,10
Milwaukee,City Of Milwaukee Ward 169,Supreme Court,,179,,Scattering,1
Milwaukee,City Of Milwaukee Ward 170,Supreme Court,,213,NP,Chris Taylor,201
Milwaukee,City Of Milwaukee Ward 170,Supreme Court,,213,NP,Maria S. Lazar,12
Milwaukee,City Of Milwaukee Ward 170,Supreme Court,,213,,Scattering,0
Milwaukee,City Of Milwaukee Ward 171,Supreme Court,,201,NP,Chris Taylor,181
Milwaukee,City Of Milwaukee Ward 171,Supreme Court,,201,NP,Maria S. Lazar,20
Milwaukee,City Of Milwaukee Ward 171,Supreme Court,,201,,Scattering,0
Milwaukee,City Of Milwaukee Ward 172,Supreme Court,,130,NP,Chris Taylor,122
Milwaukee,City Of Milwaukee Ward 172,Supreme Court,,130,NP,Maria S. Lazar,8
Milwaukee,City Of Milwaukee Ward 172,Supreme Court,,130,,Scattering,0
Milwaukee,City Of Milwaukee Ward 173,Supreme Court,,937,NP,Chris Taylor,865
Milwaukee,City Of Milwaukee Ward 173,Supreme Court,,937,NP,Maria S. Lazar,72
Milwaukee,City Of Milwaukee Ward 173,Supreme Court,,937,,Scattering,0
Milwaukee,City Of Milwaukee Ward 174,Supreme Court,,733,NP,Chris Taylor,665
Milwaukee,City Of Milwaukee Ward 174,Supreme Court,,733,NP,Maria S. Lazar,68
Milwaukee,City Of Milwaukee Ward 174,Supreme Court,,733,,Scattering,0
Milwaukee,City Of Milwaukee Ward 175,Supreme Court,,875,NP,Chris Taylor,817
Milwaukee,City Of Milwaukee Ward 175,Supreme Court,,875,NP,Maria S. Lazar,57
Milwaukee,City Of Milwaukee Ward 175,Supreme Court,,875,,Scattering,1
Milwaukee,City Of Milwaukee Ward 176,Supreme Court,,579,NP,Chris Taylor,520
Milwaukee,City Of Milwaukee Ward 176,Supreme Court,,579,NP,Maria S. Lazar,59
Milwaukee,City Of Milwaukee Ward 176,Supreme Court,,579,,Scattering,0
Milwaukee,City Of Milwaukee Ward 177,Supreme Court,,1031,NP,Chris Taylor,881
Milwaukee,City Of Milwaukee Ward 177,Supreme Court,,1031,NP,Maria S. Lazar,149
Milwaukee,City Of Milwaukee Ward 177,Supreme Court,,1031,,Scattering,1
Milwaukee,City Of Milwaukee Ward 178,Supreme Court,,520,NP,Chris Taylor,454
Milwaukee,City Of Milwaukee Ward 178,Supreme Court,,520,NP,Maria S. Lazar,65
Milwaukee,City Of Milwaukee Ward 178,Supreme Court,,520,,Scattering,1
Milwaukee,City Of Milwaukee Ward 179,Supreme Court,,423,NP,Chris Taylor,392
Milwaukee,City Of Milwaukee Ward 179,Supreme Court,,423,NP,Maria S. Lazar,31
Milwaukee,City Of Milwaukee Ward 179,Supreme Court,,423,,Scattering,0
Milwaukee,City Of Milwaukee Ward 180,Supreme Court,,753,NP,Chris Taylor,638
Milwaukee,City Of Milwaukee Ward 180,Supreme Court,,753,NP,Maria S. Lazar,115
Milwaukee,City Of Milwaukee Ward 180,Supreme Court,,753,,Scattering,0
Milwaukee,City Of Milwaukee Ward 181,Supreme Court,,610,NP,Chris Taylor,545
Milwaukee,City Of Milwaukee Ward 181,Supreme Court,,610,NP,Maria S. Lazar,65
Milwaukee,City Of Milwaukee Ward 181,Supreme Court,,610,,Scattering,0
Milwaukee,City Of Milwaukee Ward 182,Supreme Court,,500,NP,Chris Taylor,422
Milwaukee,City Of Milwaukee Ward 182,Supreme Court,,500,NP,Maria S. Lazar,78
Milwaukee,City Of Milwaukee Ward 182,Supreme Court,,500,,Scattering,0
Milwaukee,City Of Milwaukee Ward 183,Supreme Court,,252,NP,Chris Taylor,227
Milwaukee,City Of Milwaukee Ward 183,Supreme Court,,252,NP,Maria S. Lazar,24
Milwaukee,City Of Milwaukee Ward 183,Supreme Court,,252,,Scattering,1
Milwaukee,City Of Milwaukee Ward 184,Supreme Court,,188,NP,Chris Taylor,168
Milwaukee,City Of Milwaukee Ward 184,Supreme Court,,188,NP,Maria S. Lazar,20
Milwaukee,City Of Milwaukee Ward 184,Supreme Court,,188,,Scattering,0
Milwaukee,City Of Milwaukee Ward 185,Supreme Court,,195,NP,Chris Taylor,164
Milwaukee,City Of Milwaukee Ward 185,Supreme Court,,195,NP,Maria S. Lazar,31
Milwaukee,City Of Milwaukee Ward 185,Supreme Court,,195,,Scattering,0
Milwaukee,City Of Milwaukee Ward 186,Supreme Court,,174,NP,Chris Taylor,152
Milwaukee,City Of Milwaukee Ward 186,Supreme Court,,174,NP,Maria S. Lazar,22
Milwaukee,City Of Milwaukee Ward 186,Supreme Court,,174,,Scattering,0
Milwaukee,City Of Milwaukee Ward 187,Supreme Court,,194,NP,Chris Taylor,172
Milwaukee,City Of Milwaukee Ward 187,Supreme Court,,194,NP,Maria S. Lazar,22
Milwaukee,City Of Milwaukee Ward 187,Supreme Court,,194,,Scattering,0
Milwaukee,City Of Milwaukee Ward 188,Supreme Court,,90,NP,Chris Taylor,74
Milwaukee,City Of Milwaukee Ward 188,Supreme Court,,90,NP,Maria S. Lazar,16
Milwaukee,City Of Milwaukee Ward 188,Supreme Court,,90,,Scattering,0
Milwaukee,City Of Milwaukee Ward 189,Supreme Court,,123,NP,Chris Taylor,113
Milwaukee,City Of Milwaukee Ward 189,Supreme Court,,123,NP,Maria S. Lazar,10
Milwaukee,City Of Milwaukee Ward 189,Supreme Court,,123,,Scattering,0
Milwaukee,City Of Milwaukee Ward 190,Supreme Court,,98,NP,Chris Taylor,85
Milwaukee,City Of Milwaukee Ward 190,Supreme Court,,98,NP,Maria S. Lazar,13
Milwaukee,City Of Milwaukee Ward 190,Supreme Court,,98,,Scattering,0
Milwaukee,City Of Milwaukee Ward 191,Supreme Court,,42,NP,Chris Taylor,36
Milwaukee,City Of Milwaukee Ward 191,Supreme Court,,42,NP,Maria S. Lazar,6
Milwaukee,City Of Milwaukee Ward 191,Supreme Court,,42,,Scattering,0
Milwaukee,City Of Milwaukee Ward 192,Supreme Court,,46,NP,Chris Taylor,40
Milwaukee,City Of Milwaukee Ward 192,Supreme Court,,46,NP,Maria S. Lazar,6
Milwaukee,City Of Milwaukee Ward 192,Supreme Court,,46,,Scattering,0
Milwaukee,City Of Milwaukee Ward 193,Supreme Court,,227,NP,Chris Taylor,198
Milwaukee,City Of Milwaukee Ward 193,Supreme Court,,227,NP,Maria S. Lazar,26
Milwaukee,City Of Milwaukee Ward 193,Supreme Court,,227,,Scattering,3
Milwaukee,City Of Milwaukee Ward 194,Supreme Court,,129,NP,Chris Taylor,112
Milwaukee,City Of Milwaukee Ward 194,Supreme Court,,129,NP,Maria S. Lazar,17
Milwaukee,City Of Milwaukee Ward 194,Supreme Court,,129,,Scattering,0
Milwaukee,City Of Milwaukee Ward 195,Supreme Court,,204,NP,Chris Taylor,184
Milwaukee,City Of Milwaukee Ward 195,Supreme Court,,204,NP,Maria S. Lazar,20
Milwaukee,City Of Milwaukee Ward 195,Supreme Court,,204,,Scattering,0
Milwaukee,City Of Milwaukee Ward 196,Supreme Court,,142,NP,Chris Taylor,128
Milwaukee,City Of Milwaukee Ward 196,Supreme Court,,142,NP,Maria S. Lazar,14
Milwaukee,City Of Milwaukee Ward 196,Supreme Court,,142,,Scattering,0
Milwaukee,City Of Milwaukee Ward 197,Supreme Court,,99,NP,Chris Taylor,93
Milwaukee,City Of Milwaukee Ward 197,Supreme Court,,99,NP,Maria S. Lazar,6
Milwaukee,City Of Milwaukee Ward 197,Supreme Court,,99,,Scattering,0
Milwaukee,City Of Milwaukee Ward 198,Supreme Court,,311,NP,Chris Taylor,274
Milwaukee,City Of Milwaukee Ward 198,Supreme Court,,311,NP,Maria S. Lazar,37
Milwaukee,City Of Milwaukee Ward 198,Supreme Court,,311,,Scattering,0
Milwaukee,City Of Milwaukee Ward 199,Supreme Court,,907,NP,Chris Taylor,795
Milwaukee,City Of Milwaukee Ward 199,Supreme Court,,907,NP,Maria S. Lazar,112
Milwaukee,City Of Milwaukee Ward 199,Supreme Court,,907,,Scattering,0
Milwaukee,City Of Milwaukee Ward 200,Supreme Court,,417,NP,Chris Taylor,346
Milwaukee,City Of Milwaukee Ward 200,Supreme Court,,417,NP,Maria S. Lazar,71
Milwaukee,City Of Milwaukee Ward 200,Supreme Court,,417,,Scattering,0
Milwaukee,City Of Milwaukee Ward 201,Supreme Court,,359,NP,Chris Taylor,295
Milwaukee,City Of Milwaukee Ward 201,Supreme Court,,359,NP,Maria S. Lazar,64
Milwaukee,City Of Milwaukee Ward 201,Supreme Court,,359,,Scattering,0
Milwaukee,City Of Milwaukee Ward 202,Supreme Court,,328,NP,Chris Taylor,251
Milwaukee,City Of Milwaukee Ward 202,Supreme Court,,328,NP,Maria S. Lazar,77
Milwaukee,City Of Milwaukee Ward 202,Supreme Court,,328,,Scattering,0
Milwaukee,City Of Milwaukee Ward 203,Supreme Court,,400,NP,Chris Taylor,303
Milwaukee,City Of Milwaukee Ward 203,Supreme Court,,400,NP,Maria S. Lazar,97
Milwaukee,City Of Milwaukee Ward 203,Supreme Court,,400,,Scattering,0
Milwaukee,City Of Milwaukee Ward 204,Supreme Court,,364,NP,Chris Taylor,256
Milwaukee,City Of Milwaukee Ward 204,Supreme Court,,364,NP,Maria S. Lazar,108
Milwaukee,City Of Milwaukee Ward 204,Supreme Court,,364,,Scattering,0
Milwaukee,City Of Milwaukee Ward 205,Supreme Court,,254,NP,Chris Taylor,162
Milwaukee,City Of Milwaukee Ward 205,Supreme Court,,254,NP,Maria S. Lazar,92
Milwaukee,City Of Milwaukee Ward 205,Supreme Court,,254,,Scattering,0
Milwaukee,City Of Milwaukee Ward 206,Supreme Court,,281,NP,Chris Taylor,208
Milwaukee,City Of Milwaukee Ward 206,Supreme Court,,281,NP,Maria S. Lazar,73
Milwaukee,City Of Milwaukee Ward 206,Supreme Court,,281,,Scattering,0
Milwaukee,City Of Milwaukee Ward 207,Supreme Court,,273,NP,Chris Taylor,190
Milwaukee,City Of Milwaukee Ward 207,Supreme Court,,273,NP,Maria S. Lazar,83
Milwaukee,City Of Milwaukee Ward 207,Supreme Court,,273,,Scattering,0
Milwaukee,City Of Milwaukee Ward 208,Supreme Court,,361,NP,Chris Taylor,271
Milwaukee,City Of Milwaukee Ward 208,Supreme Court,,361,NP,Maria S. Lazar,90
Milwaukee,City Of Milwaukee Ward 208,Supreme Court,,361,,Scattering,0
Milwaukee,City Of Milwaukee Ward 209,Supreme Court,,158,NP,Chris Taylor,128
Milwaukee,City Of Milwaukee Ward 209,Supreme Court,,158,NP,Maria S. Lazar,30
Milwaukee,City Of Milwaukee Ward 209,Supreme Court,,158,,Scattering,0
Milwaukee,City Of Milwaukee Ward 210,Supreme Court,,88,NP,Chris Taylor,73
Milwaukee,City Of Milwaukee Ward 210,Supreme Court,,88,NP,Maria S. Lazar,15
Milwaukee,City Of Milwaukee Ward 210,Supreme Court,,88,,Scattering,0
Milwaukee,City Of Milwaukee Ward 211,Supreme Court,,61,NP,Chris Taylor,52
Milwaukee,City Of Milwaukee Ward 211,Supreme Court,,61,NP,Maria S. Lazar,9
Milwaukee,City Of Milwaukee Ward 211,Supreme Court,,61,,Scattering,0
Milwaukee,City Of Milwaukee Ward 212,Supreme Court,,154,NP,Chris Taylor,119
Milwaukee,City Of Milwaukee Ward 212,Supreme Court,,154,NP,Maria S. Lazar,35
Milwaukee,City Of Milwaukee Ward 212,Supreme Court,,154,,Scattering,0
Milwaukee,City Of Milwaukee Ward 213,Supreme Court,,199,NP,Chris Taylor,170
Milwaukee,City Of Milwaukee Ward 213,Supreme Court,,199,NP,Maria S. Lazar,29
Milwaukee,City Of Milwaukee Ward 213,Supreme Court,,199,,Scattering,0
Milwaukee,City Of Milwaukee Ward 214,Supreme Court,,109,NP,Chris Taylor,87
Milwaukee,City Of Milwaukee Ward 214,Supreme Court,,109,NP,Maria S. Lazar,22
Milwaukee,City Of Milwaukee Ward 214,Supreme Court,,109,,Scattering,0
Milwaukee,City Of Milwaukee Ward 215,Supreme Court,,160,NP,Chris Taylor,135
Milwaukee,City Of Milwaukee Ward 215,Supreme Court,,160,NP,Maria S. Lazar,25
Milwaukee,City Of Milwaukee Ward 215,Supreme Court,,160,,Scattering,0
Milwaukee,City Of Milwaukee Ward 216,Supreme Court,,290,NP,Chris Taylor,242
Milwaukee,City Of Milwaukee Ward 216,Supreme Court,,290,NP,Maria S. Lazar,48
Milwaukee,City Of Milwaukee Ward 216,Supreme Court,,290,,Scattering,0
Milwaukee,City Of Milwaukee Ward 217,Supreme Court,,106,NP,Chris Taylor,85
Milwaukee,City Of Milwaukee Ward 217,Supreme Court,,106,NP,Maria S. Lazar,21
Milwaukee,City Of Milwaukee Ward 217,Supreme Court,,106,,Scattering,0
Milwaukee,City Of Milwaukee Ward 218,Supreme Court,,166,NP,Chris Taylor,136
