county,ward,office,district,total.votes,party,candidate,votes
Adams,Town Of Strongs Prairie Wards 1-2,Supreme Court,,363,NP,Chris Taylor,173
Adams,Town Of Strongs Prairie Wards 1-2,Supreme Court,,363,NP,Maria S. Lazar,188
Adams,Town Of Strongs Prairie Wards 1-2,Supreme Court,,363,,Scattering,2
Adams,Village Of Friendship Ward 1,Supreme Court,,108,NP,Chris Taylor,60
Adams,Village Of Friendship Ward 1,Supreme Court,,108,NP,Maria S. Lazar,47
Adams,Village Of Friendship Ward 1,Supreme Court,,108,,Scattering,1
Adams,City Of Adams Ward 1,Supreme Court,,68,NP,Chris Taylor,32
Adams,City Of Adams Ward 1,Supreme Court,,68,NP,Maria S. Lazar,36
Adams,City Of Adams Ward 1,Supreme Court,,68,,Scattering,0
Adams,City Of Adams Ward 2,Supreme Court,,101,NP,Chris Taylor,61
Adams,City Of Adams Ward 2,Supreme Court,,101,NP,Maria S. Lazar,40
Adams,City Of Adams Ward 2,Supreme Court,,101,,Scattering,0
Adams,City Of Adams Ward 3,Supreme Court,,44,NP,Chris Taylor,21
Adams,City Of Adams Ward 3,Supreme Court,,44,NP,Maria S. Lazar,23
Adams,City Of Adams Ward 3,Supreme Court,,44,,Scattering,0
Adams,City Of Adams Ward 4,Supreme Court,,56,NP,Chris Taylor,35
Adams,City Of Adams Ward 4,Supreme Court,,56,NP,Maria S. Lazar,21
Adams,City Of Adams Ward 4,Supreme Court,,56,,Scattering,0
Adams,City Of Adams Ward 5,Supreme Court,,23,NP,Chris Taylor,12
Adams,City Of Adams Ward 5,Supreme Court,,23,NP,Maria S. Lazar,11
Adams,City Of Adams Ward 5,Supreme Court,,23,,Scattering,0
Adams,"City Of Wisconsin Dells Wards 5,9",Supreme Court,,15,NP,Chris Taylor,7
Adams,"City Of Wisconsin Dells Wards 5,9",Supreme Court,,15,NP,Maria S. Lazar,8
Adams,"City Of Wisconsin Dells Wards 5,9",Supreme Court,,15,,Scattering,0
Adams,County Totals:,Supreme Court,,5439,NP,Chris Taylor,2634
Adams,County Totals:,Supreme Court,,5439,NP,Maria S. Lazar,2792
Adams,County Totals:,Supreme Court,,5439,,Scattering,13
Ashland,Town Of Agenda Ward 1,Supreme Court,,208,NP,Chris Taylor,86
Ashland,Town Of Agenda Ward 1,Supreme Court,,208,NP,Maria S. Lazar,122
Ashland,Town Of Agenda Ward 1,Supreme Court,,208,,Scattering,0
Ashland,Town Of Ashland Ward 1,Supreme Court,,204,NP,Chris Taylor,116
Ashland,Town Of Ashland Ward 1,Supreme Court,,204,NP,Maria S. Lazar,88
Ashland,Town Of Ashland Ward 1,Supreme Court,,204,,Scattering,0
Ashland,Town Of Chippewa Ward 1,Supreme Court,,166,NP,Chris Taylor,84
Ashland,Town Of Chippewa Ward 1,Supreme Court,,166,NP,Maria S. Lazar,81
Ashland,Town Of Chippewa Ward 1,Supreme Court,,166,,Scattering,1
Ashland,Town Of Gingles Ward 1,Supreme Court,,156,NP,Chris Taylor,94
Ashland,Town Of Gingles Ward 1,Supreme Court,,156,NP,Maria S. Lazar,62
Ashland,Town Of Gingles Ward 1,Supreme Court,,156,,Scattering,0
Ashland,Town Of Gingles Ward 2,Supreme Court,,48,NP,Chris Taylor,31
Ashland,Town Of Gingles Ward 2,Supreme Court,,48,NP,Maria S. Lazar,17
Ashland,Town Of Gingles Ward 2,Supreme Court,,48,,Scattering,0
Ashland,Town Of Gordon Ward 1,Supreme Court,,87,NP,Chris Taylor,46
Ashland,Town Of Gordon Ward 1,Supreme Court,,87,NP,Maria S. Lazar,41
Ashland,Town Of Gordon Ward 1,Supreme Court,,87,,Scattering,0
Ashland,Town Of Jacobs Ward 1,Supreme Court,,105,NP,Chris Taylor,49
Ashland,Town Of Jacobs Ward 1,Supreme Court,,105,NP,Maria S. Lazar,56
Ashland,Town Of Jacobs Ward 1,Supreme Court,,105,,Scattering,0
Ashland,Town Of Jacobs Ward 2,Supreme Court,,37,NP,Chris Taylor,11
Ashland,Town Of Jacobs Ward 2,Supreme Court,,37,NP,Maria S. Lazar,26
Ashland,Town Of Jacobs Ward 2,Supreme Court,,37,,Scattering,0
Ashland,Town Of La Pointe Ward 1,Supreme Court,,192,NP,Chris Taylor,157
Ashland,Town Of La Pointe Ward 1,Supreme Court,,192,NP,Maria S. Lazar,35
Ashland,Town Of La Pointe Ward 1,Supreme Court,,192,,Scattering,0
Ashland,Town Of Marengo Ward 1,Supreme Court,,112,NP,Chris Taylor,62
Ashland,Town Of Marengo Ward 1,Supreme Court,,112,NP,Maria S. Lazar,50
Ashland,Town Of Marengo Ward 1,Supreme Court,,112,,Scattering,0
Ashland,Town Of Morse Ward 1,Supreme Court,,129,NP,Chris Taylor,66
Ashland,Town Of Morse Ward 1,Supreme Court,,129,NP,Maria S. Lazar,63
Ashland,Town Of Morse Ward 1,Supreme Court,,129,,Scattering,0
Ashland,Town Of Morse Ward 2,Supreme Court,,67,NP,Chris Taylor,37
Ashland,Town Of Morse Ward 2,Supreme Court,,67,NP,Maria S. Lazar,30
Ashland,Town Of Morse Ward 2,Supreme Court,,67,,Scattering,0
Ashland,Town Of Peeksville Ward 1,Supreme Court,,38,NP,Chris Taylor,13
Ashland,Town Of Peeksville Ward 1,Supreme Court,,38,NP,Maria S. Lazar,25
Ashland,Town Of Peeksville Ward 1,Supreme Court,,38,,Scattering,0
Ashland,Town Of Sanborn Ward 1,Supreme Court,,133,NP,Chris Taylor,100
Ashland,Town Of Sanborn Ward 1,Supreme Court,,133,NP,Maria S. Lazar,33
Ashland,Town Of Sanborn Ward 1,Supreme Court,,133,,Scattering,0
Ashland,Town Of Sanborn Ward 2,Supreme Court,,47,NP,Chris Taylor,38
Ashland,Town Of Sanborn Ward 2,Supreme Court,,47,NP,Maria S. Lazar,9
Ashland,Town Of Sanborn Ward 2,Supreme Court,,47,,Scattering,0
Ashland,Town Of Shanagolden Ward 1,Supreme Court,,27,NP,Chris Taylor,14
Ashland,Town Of Shanagolden Ward 1,Supreme Court,,27,NP,Maria S. Lazar,13
Ashland,Town Of Shanagolden Ward 1,Supreme Court,,27,,Scattering,0
Ashland,Town Of White River Ward 1,Supreme Court,,60,NP,Chris Taylor,21
Ashland,Town Of White River Ward 1,Supreme Court,,60,NP,Maria S. Lazar,39
Ashland,Town Of White River Ward 1,Supreme Court,,60,,Scattering,0
Ashland,Town Of White River Ward 2,Supreme Court,,175,NP,Chris Taylor,64
Ashland,Town Of White River Ward 2,Supreme Court,,175,NP,Maria S. Lazar,111
Ashland,Town Of White River Ward 2,Supreme Court,,175,,Scattering,0
Ashland,Village Of Butternut Ward 1,Supreme Court,,129,NP,Chris Taylor,83
Ashland,Village Of Butternut Ward 1,Supreme Court,,129,NP,Maria S. Lazar,45
Ashland,Village Of Butternut Ward 1,Supreme Court,,129,,Scattering,1
Ashland,City Of Ashland Wards 1-2,Supreme Court,,256,NP,Chris Taylor,172
Ashland,City Of Ashland Wards 1-2,Supreme Court,,256,NP,Maria S. Lazar,84
Ashland,City Of Ashland Wards 1-2,Supreme Court,,256,,Scattering,0
Ashland,City Of Ashland Wards 3-4,Supreme Court,,178,NP,Chris Taylor,121
Ashland,City Of Ashland Wards 3-4,Supreme Court,,178,NP,Maria S. Lazar,57
Ashland,City Of Ashland Wards 3-4,Supreme Court,,178,,Scattering,0
Ashland,City Of Ashland Ward 5,Supreme Court,,122,NP,Chris Taylor,89
Ashland,City Of Ashland Ward 5,Supreme Court,,122,NP,Maria S. Lazar,33
Ashland,City Of Ashland Ward 5,Supreme Court,,122,,Scattering,0
Ashland,City Of Ashland Ward 6,Supreme Court,,117,NP,Chris Taylor,79
Ashland,City Of Ashland Ward 6,Supreme Court,,117,NP,Maria S. Lazar,38
Ashland,City Of Ashland Ward 6,Supreme Court,,117,,Scattering,0
Ashland,City Of Ashland Ward 7,Supreme Court,,92,NP,Chris Taylor,68
Ashland,City Of Ashland Ward 7,Supreme Court,,92,NP,Maria S. Lazar,24
Ashland,City Of Ashland Ward 7,Supreme Court,,92,,Scattering,0
Ashland,City Of Ashland Ward 8,Supreme Court,,84,NP,Chris Taylor,64
Ashland,City Of Ashland Ward 8,Supreme Court,,84,NP,Maria S. Lazar,20
Ashland,City Of Ashland Ward 8,Supreme Court,,84,,Scattering,0
Ashland,City Of Ashland Wards 9-10,Supreme Court,,136,NP,Chris Taylor,102
Ashland,City Of Ashland Wards 9-10,Supreme Court,,136,NP,Maria S. Lazar,34
Ashland,City Of Ashland Wards 9-10,Supreme Court,,136,,Scattering,0
Ashland,City Of Ashland Ward 11,Supreme Court,,113,NP,Chris Taylor,83
Ashland,City Of Ashland Ward 11,Supreme Court,,113,NP,Maria S. Lazar,30
Ashland,City Of Ashland Ward 11,Supreme Court,,113,,Scattering,0
Ashland,City Of Ashland Ward 12,Supreme Court,,125,NP,Chris Taylor,96
Ashland,City Of Ashland Ward 12,Supreme Court,,125,NP,Maria S. Lazar,29
Ashland,City Of Ashland Ward 12,Supreme Court,,125,,Scattering,0
Ashland,City Of Ashland Wards 13-14,Supreme Court,,146,NP,Chris Taylor,103
Ashland,City Of Ashland Wards 13-14,Supreme Court,,146,NP,Maria S. Lazar,43
Ashland,City Of Ashland Wards 13-14,Supreme Court,,146,,Scattering,0
Ashland,City Of Ashland Wards 15-16,Supreme Court,,168,NP,Chris Taylor,125
Ashland,City Of Ashland Wards 15-16,Supreme Court,,168,NP,Maria S. Lazar,43
Ashland,City Of Ashland Wards 15-16,Supreme Court,,168,,Scattering,0
Ashland,City Of Ashland Ward 17,Supreme Court,,91,NP,Chris Taylor,64
Ashland,City Of Ashland Ward 17,Supreme Court,,91,NP,Maria S. Lazar,27
Ashland,City Of Ashland Ward 17,Supreme Court,,91,,Scattering,0
Ashland,City Of Ashland Ward 18,Supreme Court,,100,NP,Chris Taylor,76
Ashland,City Of Ashland Ward 18,Supreme Court,,100,NP,Maria S. Lazar,24
Ashland,City Of Ashland Ward 18,Supreme Court,,100,,Scattering,0
Ashland,City Of Ashland Wards 19-20,Supreme Court,,214,NP,Chris Taylor,146
Ashland,City Of Ashland Wards 19-20,Supreme Court,,214,NP,Maria S. Lazar,68
Ashland,City Of Ashland Wards 19-20,Supreme Court,,214,,Scattering,0
Ashland,City Of Ashland Ward 21,Supreme Court,,107,NP,Chris Taylor,81
Ashland,City Of Ashland Ward 21,Supreme Court,,107,NP,Maria S. Lazar,26
Ashland,City Of Ashland Ward 21,Supreme Court,,107,,Scattering,0
Ashland,City Of Mellen Ward 1,Supreme Court,,158,NP,Chris Taylor,91
Ashland,City Of Mellen Ward 1,Supreme Court,,158,NP,Maria S. Lazar,67
Ashland,City Of Mellen Ward 1,Supreme Court,,158,,Scattering,0
Ashland,County Totals:,Supreme Court,,4327,NP,Chris Taylor,2732
Ashland,County Totals:,Supreme Court,,4327,NP,Maria S. Lazar,1593
Ashland,County Totals:,Supreme Court,,4327,,Scattering,2
Barron,Town Of Almena Wards 1-2,Supreme Court,,211,NP,Chris Taylor,96
Barron,Town Of Almena Wards 1-2,Supreme Court,,211,NP,Maria S. Lazar,115
Barron,Town Of Almena Wards 1-2,Supreme Court,,211,,Scattering,0
Barron,Town Of Arland Ward 1,Supreme Court,,144,NP,Chris Taylor,72
Barron,Town Of Arland Ward 1,Supreme Court,,144,NP,Maria S. Lazar,72
Barron,Town Of Arland Ward 1,Supreme Court,,144,,Scattering,0
Barron,Town Of Barron Wards 1-2,Supreme Court,,175,NP,Chris Taylor,72
Barron,Town Of Barron Wards 1-2,Supreme Court,,175,NP,Maria S. Lazar,103
Barron,Town Of Barron Wards 1-2,Supreme Court,,175,,Scattering,0
Barron,Town Of Bear Lake Ward 1,Supreme Court,,199,NP,Chris Taylor,99
Barron,Town Of Bear Lake Ward 1,Supreme Court,,199,NP,Maria S. Lazar,100
Barron,Town Of Bear Lake Ward 1,Supreme Court,,199,,Scattering,0
Barron,Town Of Cedar Lake Wards 1-2,Supreme Court,,333,NP,Chris Taylor,134
Barron,Town Of Cedar Lake Wards 1-2,Supreme Court,,333,NP,Maria S. Lazar,199
Barron,Town Of Cedar Lake Wards 1-2,Supreme Court,,333,,Scattering,0
Barron,Town Of Chetek Wards 1-3,Supreme Court,,466,NP,Chris Taylor,243
Barron,Town Of Chetek Wards 1-3,Supreme Court,,466,NP,Maria S. Lazar,223
Barron,Town Of Chetek Wards 1-3,Supreme Court,,466,,Scattering,0
Barron,Town Of Clinton Ward 1,Supreme Court,,179,NP,Chris Taylor,67
Barron,Town Of Clinton Ward 1,Supreme Court,,179,NP,Maria S. Lazar,112
Barron,Town Of Clinton Ward 1,Supreme Court,,179,,Scattering,0
Barron,Town Of Crystal Lake Ward 1,Supreme Court,,213,NP,Chris Taylor,102
Barron,Town Of Crystal Lake Ward 1,Supreme Court,,213,NP,Maria S. Lazar,111
Barron,Town Of Crystal Lake Ward 1,Supreme Court,,213,,Scattering,0
Barron,Town Of Cumberland Ward 1,Supreme Court,,265,NP,Chris Taylor,111
Barron,Town Of Cumberland Ward 1,Supreme Court,,265,NP,Maria S. Lazar,154
Barron,Town Of Cumberland Ward 1,Supreme Court,,265,,Scattering,0
Barron,Town Of Dallas Wards 1-2,Supreme Court,,132,NP,Chris Taylor,39
Barron,Town Of Dallas Wards 1-2,Supreme Court,,132,NP,Maria S. Lazar,93
Barron,Town Of Dallas Wards 1-2,Supreme Court,,132,,Scattering,0
Barron,Town Of Dovre Ward 1,Supreme Court,,196,NP,Chris Taylor,86
Barron,Town Of Dovre Ward 1,Supreme Court,,196,NP,Maria S. Lazar,109
Barron,Town Of Dovre Ward 1,Supreme Court,,196,,Scattering,1
Barron,Town Of Doyle Wards 1-2,Supreme Court,,125,NP,Chris Taylor,50
Barron,Town Of Doyle Wards 1-2,Supreme Court,,125,NP,Maria S. Lazar,75
Barron,Town Of Doyle Wards 1-2,Supreme Court,,125,,Scattering,0
Barron,Town Of Lakeland Wards 1-2,Supreme Court,,247,NP,Chris Taylor,121
Barron,Town Of Lakeland Wards 1-2,Supreme Court,,247,NP,Maria S. Lazar,126
Barron,Town Of Lakeland Wards 1-2,Supreme Court,,247,,Scattering,0
Barron,Town Of Maple Grove Wards 1-2,Supreme Court,,200,NP,Chris Taylor,71
Barron,Town Of Maple Grove Wards 1-2,Supreme Court,,200,NP,Maria S. Lazar,129
Barron,Town Of Maple Grove Wards 1-2,Supreme Court,,200,,Scattering,0
Barron,Town Of Maple Plain Ward 1,Supreme Court,,237,NP,Chris Taylor,127
Barron,Town Of Maple Plain Ward 1,Supreme Court,,237,NP,Maria S. Lazar,110
Barron,Town Of Maple Plain Ward 1,Supreme Court,,237,,Scattering,0
Barron,Town Of Oak Grove Wards 1-2,Supreme Court,,238,NP,Chris Taylor,97
Barron,Town Of Oak Grove Wards 1-2,Supreme Court,,238,NP,Maria S. Lazar,141
Barron,Town Of Oak Grove Wards 1-2,Supreme Court,,238,,Scattering,0
Barron,Town Of Prairie Farm Wards 1-2,Supreme Court,,126,NP,Chris Taylor,60
Barron,Town Of Prairie Farm Wards 1-2,Supreme Court,,126,NP,Maria S. Lazar,66
Barron,Town Of Prairie Farm Wards 1-2,Supreme Court,,126,,Scattering,0
Barron,Town Of Prairie Lake Wards 1-2,Supreme Court,,413,NP,Chris Taylor,173
Barron,Town Of Prairie Lake Wards 1-2,Supreme Court,,413,NP,Maria S. Lazar,240
Barron,Town Of Prairie Lake Wards 1-2,Supreme Court,,413,,Scattering,0
Barron,Town Of Rice Lake Wards 1-4,Supreme Court,,671,NP,Chris Taylor,344
Barron,Town Of Rice Lake Wards 1-4,Supreme Court,,671,NP,Maria S. Lazar,327
Barron,Town Of Rice Lake Wards 1-4,Supreme Court,,671,,Scattering,0
Barron,Town Of Sioux Creek Ward 1,Supreme Court,,150,NP,Chris Taylor,56
Barron,Town Of Sioux Creek Ward 1,Supreme Court,,150,NP,Maria S. Lazar,94
Barron,Town Of Sioux Creek Ward 1,Supreme Court,,150,,Scattering,0
Barron,Town Of Stanfold Ward 1,Supreme Court,,187,NP,Chris Taylor,60
Barron,Town Of Stanfold Ward 1,Supreme Court,,187,NP,Maria S. Lazar,127
Barron,Town Of Stanfold Ward 1,Supreme Court,,187,,Scattering,0
Barron,Town Of Stanley Wards 1-4,Supreme Court,,575,NP,Chris Taylor,229
Barron,Town Of Stanley Wards 1-4,Supreme Court,,575,NP,Maria S. Lazar,346
Barron,Town Of Stanley Wards 1-4,Supreme Court,,575,,Scattering,0
Barron,Town Of Sumner Ward 1,Supreme Court,,193,NP,Chris Taylor,78
Barron,Town Of Sumner Ward 1,Supreme Court,,193,NP,Maria S. Lazar,115
Barron,Town Of Sumner Ward 1,Supreme Court,,193,,Scattering,0
Barron,Town Of Turtle Lake Ward 1,Supreme Court,,135,NP,Chris Taylor,65
Barron,Town Of Turtle Lake Ward 1,Supreme Court,,135,NP,Maria S. Lazar,69
Barron,Town Of Turtle Lake Ward 1,Supreme Court,,135,,Scattering,1
Barron,Town Of Vance Creek Ward 1,Supreme Court,,123,NP,Chris Taylor,61
Barron,Town Of Vance Creek Ward 1,Supreme Court,,123,NP,Maria S. Lazar,62
Barron,Town Of Vance Creek Ward 1,Supreme Court,,123,,Scattering,0
Barron,Village Of Almena Ward 1,Supreme Court,,126,NP,Chris Taylor,57
Barron,Village Of Almena Ward 1,Supreme Court,,126,NP,Maria S. Lazar,68
Barron,Village Of Almena Ward 1,Supreme Court,,126,,Scattering,1
Barron,Village Of Cameron Wards 1-3,Supreme Court,,293,NP,Chris Taylor,146
Barron,Village Of Cameron Wards 1-3,Supreme Court,,293,NP,Maria S. Lazar,147
Barron,Village Of Cameron Wards 1-3,Supreme Court,,293,,Scattering,0
Barron,Village Of Dallas Ward 1,Supreme Court,,54,NP,Chris Taylor,21
Barron,Village Of Dallas Ward 1,Supreme Court,,54,NP,Maria S. Lazar,33
Barron,Village Of Dallas Ward 1,Supreme Court,,54,,Scattering,0
Barron,Village Of Haugen Ward 1,Supreme Court,,76,NP,Chris Taylor,43
Barron,Village Of Haugen Ward 1,Supreme Court,,76,NP,Maria S. Lazar,33
Barron,Village Of Haugen Ward 1,Supreme Court,,76,,Scattering,0
Barron,Village Of New Auburn Ward 2,Supreme Court,,3,NP,Chris Taylor,0
Barron,Village Of New Auburn Ward 2,Supreme Court,,3,NP,Maria S. Lazar,3
Barron,Village Of New Auburn Ward 2,Supreme Court,,3,,Scattering,0
Barron,Village Of Prairie Farm Ward 1,Supreme Court,,93,NP,Chris Taylor,42
Barron,Village Of Prairie Farm Ward 1,Supreme Court,,93,NP,Maria S. Lazar,51
Barron,Village Of Prairie Farm Ward 1,Supreme Court,,93,,Scattering,0
Barron,Village Of Turtle Lake Ward 1,Supreme Court,,133,NP,Chris Taylor,68
Barron,Village Of Turtle Lake Ward 1,Supreme Court,,133,NP,Maria S. Lazar,64
Barron,Village Of Turtle Lake Ward 1,Supreme Court,,133,,Scattering,1
Barron,City Of Barron Wards 1-7,Supreme Court,,513,NP,Chris Taylor,302
Barron,City Of Barron Wards 1-7,Supreme Court,,513,NP,Maria S. Lazar,211
Barron,City Of Barron Wards 1-7,Supreme Court,,513,,Scattering,0
Barron,City Of Chetek Wards 1-4,Supreme Court,,429,NP,Chris Taylor,204
Barron,City Of Chetek Wards 1-4,Supreme Court,,429,NP,Maria S. Lazar,224
Barron,City Of Chetek Wards 1-4,Supreme Court,,429,,Scattering,1
Barron,City Of Cumberland Wards 1-5,Supreme Court,,550,NP,Chris Taylor,312
Barron,City Of Cumberland Wards 1-5,Supreme Court,,550,NP,Maria S. Lazar,238
Barron,City Of Cumberland Wards 1-5,Supreme Court,,550,,Scattering,0
Barron,City Of Rice Lake Wards 1-22,Supreme Court,,1515,NP,Chris Taylor,875
Barron,City Of Rice Lake Wards 1-22,Supreme Court,,1515,NP,Maria S. Lazar,638
Barron,City Of Rice Lake Wards 1-22,Supreme Court,,1515,,Scattering,2
Barron,County Totals:,Supreme Court,,9918,NP,Chris Taylor,4783
Barron,County Totals:,Supreme Court,,9918,NP,Maria S. Lazar,5128
Barron,County Totals:,Supreme Court,,9918,,Scattering,7
Bayfield,Town Of Barksdale Ward 1,Supreme Court,,161,NP,Chris Taylor,108
Bayfield,Town Of Barksdale Ward 1,Supreme Court,,161,NP,Maria S. Lazar,53
Bayfield,Town Of Barksdale Ward 1,Supreme Court,,161,,Scattering,0
Bayfield,Town Of Barksdale Ward 2,Supreme Court,,115,NP,Chris Taylor,81
Bayfield,Town Of Barksdale Ward 2,Supreme Court,,115,NP,Maria S. Lazar,34
Bayfield,Town Of Barksdale Ward 2,Supreme Court,,115,,Scattering,0
Bayfield,Town Of Barnes Ward 1,Supreme Court,,321,NP,Chris Taylor,170
Bayfield,Town Of Barnes Ward 1,Supreme Court,,321,NP,Maria S. Lazar,151
Bayfield,Town Of Barnes Ward 1,Supreme Court,,321,,Scattering,0
Bayfield,Town Of Bayfield Ward 1,Supreme Court,,349,NP,Chris Taylor,268
Bayfield,Town Of Bayfield Ward 1,Supreme Court,,349,NP,Maria S. Lazar,81
Bayfield,Town Of Bayfield Ward 1,Supreme Court,,349,,Scattering,0
Bayfield,Town Of Bayfield Ward 2,Supreme Court,,35,NP,Chris Taylor,32
Bayfield,Town Of Bayfield Ward 2,Supreme Court,,35,NP,Maria S. Lazar,3
Bayfield,Town Of Bayfield Ward 2,Supreme Court,,35,,Scattering,0
Bayfield,Town Of Bayview Ward 1,Supreme Court,,229,NP,Chris Taylor,167
Bayfield,Town Of Bayview Ward 1,Supreme Court,,229,NP,Maria S. Lazar,62
Bayfield,Town Of Bayview Ward 1,Supreme Court,,229,,Scattering,0
Bayfield,Town Of Bell Ward 1,Supreme Court,,199,NP,Chris Taylor,167
Bayfield,Town Of Bell Ward 1,Supreme Court,,199,NP,Maria S. Lazar,32
Bayfield,Town Of Bell Ward 1,Supreme Court,,199,,Scattering,0
Bayfield,Town Of Cable Ward 1,Supreme Court,,313,NP,Chris Taylor,183
Bayfield,Town Of Cable Ward 1,Supreme Court,,313,NP,Maria S. Lazar,130
Bayfield,Town Of Cable Ward 1,Supreme Court,,313,,Scattering,0
Bayfield,Town Of Clover Ward 1,Supreme Court,,150,NP,Chris Taylor,96
Bayfield,Town Of Clover Ward 1,Supreme Court,,150,NP,Maria S. Lazar,53
Bayfield,Town Of Clover Ward 1,Supreme Court,,150,,Scattering,1
Bayfield,Town Of Delta Ward 1,Supreme Court,,143,NP,Chris Taylor,89
Bayfield,Town Of Delta Ward 1,Supreme Court,,143,NP,Maria S. Lazar,54
Bayfield,Town Of Delta Ward 1,Supreme Court,,143,,Scattering,0
Bayfield,Town Of Drummond Ward 1,Supreme Court,,140,NP,Chris Taylor,92
Bayfield,Town Of Drummond Ward 1,Supreme Court,,140,NP,Maria S. Lazar,47
Bayfield,Town Of Drummond Ward 1,Supreme Court,,140,,Scattering,1
Bayfield,Town Of Drummond Ward 2,Supreme Court,,60,NP,Chris Taylor,44
Bayfield,Town Of Drummond Ward 2,Supreme Court,,60,NP,Maria S. Lazar,16
Bayfield,Town Of Drummond Ward 2,Supreme Court,,60,,Scattering,0
Bayfield,Town Of Eileen Ward 1,Supreme Court,,215,NP,Chris Taylor,125
Bayfield,Town Of Eileen Ward 1,Supreme Court,,215,NP,Maria S. Lazar,90
Bayfield,Town Of Eileen Ward 1,Supreme Court,,215,,Scattering,0
Bayfield,Town Of Eileen Ward 2,Supreme Court,,34,NP,Chris Taylor,15
Bayfield,Town Of Eileen Ward 2,Supreme Court,,34,NP,Maria S. Lazar,19
Bayfield,Town Of Eileen Ward 2,Supreme Court,,34,,Scattering,0
Bayfield,Town Of Grand View Ward 1,Supreme Court,,172,NP,Chris Taylor,110
Bayfield,Town Of Grand View Ward 1,Supreme Court,,172,NP,Maria S. Lazar,62
