county,ward,office,district,total.votes,party,candidate,votes
Adams,Town Of Leola Ward 1,State Superintendent Of Public Instruction,,121,NP,Brittany Kinser,92
Adams,Town Of Leola Ward 1,State Superintendent Of Public Instruction,,121,NP,Jill Underly,29
Adams,Town Of Leola Ward 1,State Superintendent Of Public Instruction,,121,NP,Adrianne Melby (write-in),0
Adams,Town Of Leola Ward 1,State Superintendent Of Public Instruction,,121,,Scattering,0
Adams,Town Of Lincoln Ward 1,State Superintendent Of Public Instruction,,157,NP,Brittany Kinser,86
Adams,Town Of Lincoln Ward 1,State Superintendent Of Public Instruction,,157,NP,Jill Underly,68
Adams,Town Of Lincoln Ward 1,State Superintendent Of Public Instruction,,157,NP,Adrianne Melby (write-in),0
Adams,Town Of Lincoln Ward 1,State Superintendent Of Public Instruction,,157,,Scattering,3
Adams,Town Of Monroe Ward 1,State Superintendent Of Public Instruction,,244,NP,Brittany Kinser,150
Adams,Town Of Monroe Ward 1,State Superintendent Of Public Instruction,,244,NP,Jill Underly,93
Adams,Town Of Monroe Ward 1,State Superintendent Of Public Instruction,,244,NP,Adrianne Melby (write-in),0
Adams,Town Of Monroe Ward 1,State Superintendent Of Public Instruction,,244,,Scattering,1
Adams,Town Of New Chester Wards 1-3,State Superintendent Of Public Instruction,,327,NP,Brittany Kinser,198
Adams,Town Of New Chester Wards 1-3,State Superintendent Of Public Instruction,,327,NP,Jill Underly,129
Adams,Town Of New Chester Wards 1-3,State Superintendent Of Public Instruction,,327,NP,Adrianne Melby (write-in),0
Adams,Town Of New Chester Wards 1-3,State Superintendent Of Public Instruction,,327,,Scattering,0
Adams,Town Of New Haven Ward 1,State Superintendent Of Public Instruction,,270,NP,Brittany Kinser,145
Adams,Town Of New Haven Ward 1,State Superintendent Of Public Instruction,,270,NP,Jill Underly,124
Adams,Town Of New Haven Ward 1,State Superintendent Of Public Instruction,,270,NP,Adrianne Melby (write-in),0
Adams,Town Of New Haven Ward 1,State Superintendent Of Public Instruction,,270,,Scattering,1
Adams,Town Of Preston Wards 1-2,State Superintendent Of Public Instruction,,563,NP,Brittany Kinser,349
Adams,Town Of Preston Wards 1-2,State Superintendent Of Public Instruction,,563,NP,Jill Underly,210
Adams,Town Of Preston Wards 1-2,State Superintendent Of Public Instruction,,563,NP,Adrianne Melby (write-in),0
Adams,Town Of Preston Wards 1-2,State Superintendent Of Public Instruction,,563,,Scattering,4
Adams,Town Of Quincy Wards 1-2,State Superintendent Of Public Instruction,,566,NP,Brittany Kinser,306
Adams,Town Of Quincy Wards 1-2,State Superintendent Of Public Instruction,,566,NP,Jill Underly,255
Adams,Town Of Quincy Wards 1-2,State Superintendent Of Public Instruction,,566,NP,Adrianne Melby (write-in),0
Adams,Town Of Quincy Wards 1-2,State Superintendent Of Public Instruction,,566,,Scattering,5
Adams,Town Of Richfield Ward 1,State Superintendent Of Public Instruction,,72,NP,Brittany Kinser,54
Adams,Town Of Richfield Ward 1,State Superintendent Of Public Instruction,,72,NP,Jill Underly,18
Adams,Town Of Richfield Ward 1,State Superintendent Of Public Instruction,,72,NP,Adrianne Melby (write-in),0
Adams,Town Of Richfield Ward 1,State Superintendent Of Public Instruction,,72,,Scattering,0
Adams,Town Of Rome Wards 1-4,State Superintendent Of Public Instruction,,1743,NP,Brittany Kinser,1024
Adams,Town Of Rome Wards 1-4,State Superintendent Of Public Instruction,,1743,NP,Jill Underly,708
Adams,Town Of Rome Wards 1-4,State Superintendent Of Public Instruction,,1743,NP,Adrianne Melby (write-in),0
Adams,Town Of Rome Wards 1-4,State Superintendent Of Public Instruction,,1743,,Scattering,11
Adams,Town Of Springville Wards 1-2,State Superintendent Of Public Instruction,,515,NP,Brittany Kinser,258
Adams,Town Of Springville Wards 1-2,State Superintendent Of Public Instruction,,515,NP,Jill Underly,251
Adams,Town Of Springville Wards 1-2,State Superintendent Of Public Instruction,,515,NP,Adrianne Melby (write-in),0
Adams,Town Of Springville Wards 1-2,State Superintendent Of Public Instruction,,515,,Scattering,6
Adams,Town Of Strongs Prairie Wards 1-2,State Superintendent Of Public Instruction,,546,NP,Brittany Kinser,314
Adams,Town Of Strongs Prairie Wards 1-2,State Superintendent Of Public Instruction,,546,NP,Jill Underly,227
Adams,Town Of Strongs Prairie Wards 1-2,State Superintendent Of Public Instruction,,546,NP,Adrianne Melby (write-in),0
Adams,Town Of Strongs Prairie Wards 1-2,State Superintendent Of Public Instruction,,546,,Scattering,5
Adams,Village Of Friendship Ward 1,State Superintendent Of Public Instruction,,192,NP,Brittany Kinser,90
Adams,Village Of Friendship Ward 1,State Superintendent Of Public Instruction,,192,NP,Jill Underly,102
Adams,Village Of Friendship Ward 1,State Superintendent Of Public Instruction,,192,NP,Adrianne Melby (write-in),0
Adams,Village Of Friendship Ward 1,State Superintendent Of Public Instruction,,192,,Scattering,0
Adams,City Of Adams Wards 1-5,State Superintendent Of Public Instruction,,500,NP,Brittany Kinser,265
Adams,City Of Adams Wards 1-5,State Superintendent Of Public Instruction,,500,NP,Jill Underly,233
Adams,City Of Adams Wards 1-5,State Superintendent Of Public Instruction,,500,NP,Adrianne Melby (write-in),0
Adams,City Of Adams Wards 1-5,State Superintendent Of Public Instruction,,500,,Scattering,2
Adams,"City Of Wisconsin Dells Wards 5,9",State Superintendent Of Public Instruction,,10,NP,Brittany Kinser,4
Adams,"City Of Wisconsin Dells Wards 5,9",State Superintendent Of Public Instruction,,10,NP,Jill Underly,6
Adams,"City Of Wisconsin Dells Wards 5,9",State Superintendent Of Public Instruction,,10,NP,Adrianne Melby (write-in),0
Adams,"City Of Wisconsin Dells Wards 5,9",State Superintendent Of Public Instruction,,10,,Scattering,0
Adams,County Totals:,State Superintendent Of Public Instruction,,8381,NP,Brittany Kinser,4785
Adams,County Totals:,State Superintendent Of Public Instruction,,8381,NP,Jill Underly,3541
Adams,County Totals:,State Superintendent Of Public Instruction,,8381,NP,Adrianne Melby (write-in),1
Adams,County Totals:,State Superintendent Of Public Instruction,,8381,,Scattering,54
Ashland,Town Of Agenda Ward 1,State Superintendent Of Public Instruction,,203,NP,Brittany Kinser,140
Ashland,Town Of Agenda Ward 1,State Superintendent Of Public Instruction,,203,NP,Jill Underly,63
Ashland,Town Of Agenda Ward 1,State Superintendent Of Public Instruction,,203,NP,Adrianne Melby (write-in),0
Ashland,Town Of Agenda Ward 1,State Superintendent Of Public Instruction,,203,,Scattering,0
Ashland,Town Of Ashland Ward 1,State Superintendent Of Public Instruction,,224,NP,Brittany Kinser,116
Ashland,Town Of Ashland Ward 1,State Superintendent Of Public Instruction,,224,NP,Jill Underly,108
Ashland,Town Of Ashland Ward 1,State Superintendent Of Public Instruction,,224,NP,Adrianne Melby (write-in),0
Ashland,Town Of Ashland Ward 1,State Superintendent Of Public Instruction,,224,,Scattering,0
Ashland,Town Of Chippewa Ward 1,State Superintendent Of Public Instruction,,201,NP,Brittany Kinser,116
Ashland,Town Of Chippewa Ward 1,State Superintendent Of Public Instruction,,201,NP,Jill Underly,85
Ashland,Town Of Chippewa Ward 1,State Superintendent Of Public Instruction,,201,NP,Adrianne Melby (write-in),0
Ashland,Town Of Chippewa Ward 1,State Superintendent Of Public Instruction,,201,,Scattering,0
Ashland,Town Of Gingles Wards 1-2,State Superintendent Of Public Instruction,,324,NP,Brittany Kinser,155
Ashland,Town Of Gingles Wards 1-2,State Superintendent Of Public Instruction,,324,NP,Jill Underly,167
Ashland,Town Of Gingles Wards 1-2,State Superintendent Of Public Instruction,,324,NP,Adrianne Melby (write-in),0
Ashland,Town Of Gingles Wards 1-2,State Superintendent Of Public Instruction,,324,,Scattering,2
Ashland,Town Of Gordon Ward 1,State Superintendent Of Public Instruction,,125,NP,Brittany Kinser,58
Ashland,Town Of Gordon Ward 1,State Superintendent Of Public Instruction,,125,NP,Jill Underly,66
Ashland,Town Of Gordon Ward 1,State Superintendent Of Public Instruction,,125,NP,Adrianne Melby (write-in),0
Ashland,Town Of Gordon Ward 1,State Superintendent Of Public Instruction,,125,,Scattering,1
Ashland,Town Of Jacobs Wards 1-2,State Superintendent Of Public Instruction,,213,NP,Brittany Kinser,130
Ashland,Town Of Jacobs Wards 1-2,State Superintendent Of Public Instruction,,213,NP,Jill Underly,83
Ashland,Town Of Jacobs Wards 1-2,State Superintendent Of Public Instruction,,213,NP,Adrianne Melby (write-in),0
Ashland,Town Of Jacobs Wards 1-2,State Superintendent Of Public Instruction,,213,,Scattering,0
Ashland,Town Of La Pointe Ward 1,State Superintendent Of Public Instruction,,231,NP,Brittany Kinser,43
Ashland,Town Of La Pointe Ward 1,State Superintendent Of Public Instruction,,231,NP,Jill Underly,188
Ashland,Town Of La Pointe Ward 1,State Superintendent Of Public Instruction,,231,NP,Adrianne Melby (write-in),0
Ashland,Town Of La Pointe Ward 1,State Superintendent Of Public Instruction,,231,,Scattering,0
Ashland,Town Of Marengo Ward 1,State Superintendent Of Public Instruction,,182,NP,Brittany Kinser,90
Ashland,Town Of Marengo Ward 1,State Superintendent Of Public Instruction,,182,NP,Jill Underly,92
Ashland,Town Of Marengo Ward 1,State Superintendent Of Public Instruction,,182,NP,Adrianne Melby (write-in),0
Ashland,Town Of Marengo Ward 1,State Superintendent Of Public Instruction,,182,,Scattering,0
Ashland,Town Of Morse Wards 1-2,State Superintendent Of Public Instruction,,217,NP,Brittany Kinser,125
Ashland,Town Of Morse Wards 1-2,State Superintendent Of Public Instruction,,217,NP,Jill Underly,90
Ashland,Town Of Morse Wards 1-2,State Superintendent Of Public Instruction,,217,NP,Adrianne Melby (write-in),0
Ashland,Town Of Morse Wards 1-2,State Superintendent Of Public Instruction,,217,,Scattering,2
Ashland,Town Of Peeksville Ward 1,State Superintendent Of Public Instruction,,65,NP,Brittany Kinser,39
Ashland,Town Of Peeksville Ward 1,State Superintendent Of Public Instruction,,65,NP,Jill Underly,24
Ashland,Town Of Peeksville Ward 1,State Superintendent Of Public Instruction,,65,NP,Adrianne Melby (write-in),1
Ashland,Town Of Peeksville Ward 1,State Superintendent Of Public Instruction,,65,,Scattering,1
Ashland,Town Of Sanborn Wards 1-2,State Superintendent Of Public Instruction,,275,NP,Brittany Kinser,71
Ashland,Town Of Sanborn Wards 1-2,State Superintendent Of Public Instruction,,275,NP,Jill Underly,203
Ashland,Town Of Sanborn Wards 1-2,State Superintendent Of Public Instruction,,275,NP,Adrianne Melby (write-in),0
Ashland,Town Of Sanborn Wards 1-2,State Superintendent Of Public Instruction,,275,,Scattering,1
Ashland,Town Of Shanagolden Ward 1,State Superintendent Of Public Instruction,,58,NP,Brittany Kinser,34
Ashland,Town Of Shanagolden Ward 1,State Superintendent Of Public Instruction,,58,NP,Jill Underly,24
Ashland,Town Of Shanagolden Ward 1,State Superintendent Of Public Instruction,,58,NP,Adrianne Melby (write-in),0
Ashland,Town Of Shanagolden Ward 1,State Superintendent Of Public Instruction,,58,,Scattering,0
Ashland,Town Of White River Wards 1-2,State Superintendent Of Public Instruction,,385,NP,Brittany Kinser,263
Ashland,Town Of White River Wards 1-2,State Superintendent Of Public Instruction,,385,NP,Jill Underly,118
Ashland,Town Of White River Wards 1-2,State Superintendent Of Public Instruction,,385,NP,Adrianne Melby (write-in),0
Ashland,Town Of White River Wards 1-2,State Superintendent Of Public Instruction,,385,,Scattering,4
Ashland,Village Of Butternut Ward 1,State Superintendent Of Public Instruction,,149,NP,Brittany Kinser,77
Ashland,Village Of Butternut Ward 1,State Superintendent Of Public Instruction,,149,NP,Jill Underly,70
Ashland,Village Of Butternut Ward 1,State Superintendent Of Public Instruction,,149,NP,Adrianne Melby (write-in),0
Ashland,Village Of Butternut Ward 1,State Superintendent Of Public Instruction,,149,,Scattering,2
Ashland,"City Of Ashland Wards 1-2,6-8,11-14,18-20",State Superintendent Of Public Instruction,,1713,NP,Brittany Kinser,621
Ashland,"City Of Ashland Wards 1-2,6-8,11-14,18-20",State Superintendent Of Public Instruction,,1713,NP,Jill Underly,1072
Ashland,"City Of Ashland Wards 1-2,6-8,11-14,18-20",State Superintendent Of Public Instruction,,1713,NP,Adrianne Melby (write-in),0
Ashland,"City Of Ashland Wards 1-2,6-8,11-14,18-20",State Superintendent Of Public Instruction,,1713,,Scattering,20
Ashland,City Of Ashland Wards 3-5,State Superintendent Of Public Instruction,,430,NP,Brittany Kinser,153
Ashland,City Of Ashland Wards 3-5,State Superintendent Of Public Instruction,,430,NP,Jill Underly,273
Ashland,City Of Ashland Wards 3-5,State Superintendent Of Public Instruction,,430,NP,Adrianne Melby (write-in),0
Ashland,City Of Ashland Wards 3-5,State Superintendent Of Public Instruction,,430,,Scattering,4
Ashland,"City Of Ashland Wards 9-10,17",State Superintendent Of Public Instruction,,320,NP,Brittany Kinser,111
Ashland,"City Of Ashland Wards 9-10,17",State Superintendent Of Public Instruction,,320,NP,Jill Underly,206
Ashland,"City Of Ashland Wards 9-10,17",State Superintendent Of Public Instruction,,320,NP,Adrianne Melby (write-in),0
Ashland,"City Of Ashland Wards 9-10,17",State Superintendent Of Public Instruction,,320,,Scattering,3
Ashland,"City Of Ashland Wards 15-16,21",State Superintendent Of Public Instruction,,409,NP,Brittany Kinser,135
Ashland,"City Of Ashland Wards 15-16,21",State Superintendent Of Public Instruction,,409,NP,Jill Underly,272
Ashland,"City Of Ashland Wards 15-16,21",State Superintendent Of Public Instruction,,409,NP,Adrianne Melby (write-in),0
Ashland,"City Of Ashland Wards 15-16,21",State Superintendent Of Public Instruction,,409,,Scattering,2
Ashland,City Of Mellen Ward 1,State Superintendent Of Public Instruction,,193,NP,Brittany Kinser,101
Ashland,City Of Mellen Ward 1,State Superintendent Of Public Instruction,,193,NP,Jill Underly,92
Ashland,City Of Mellen Ward 1,State Superintendent Of Public Instruction,,193,NP,Adrianne Melby (write-in),0
Ashland,City Of Mellen Ward 1,State Superintendent Of Public Instruction,,193,,Scattering,0
Ashland,County Totals:,State Superintendent Of Public Instruction,,5917,NP,Brittany Kinser,2578
Ashland,County Totals:,State Superintendent Of Public Instruction,,5917,NP,Jill Underly,3296
Ashland,County Totals:,State Superintendent Of Public Instruction,,5917,NP,Adrianne Melby (write-in),1
Ashland,County Totals:,State Superintendent Of Public Instruction,,5917,,Scattering,42
Barron,Town Of Almena Wards 1-2,State Superintendent Of Public Instruction,,374,NP,Brittany Kinser,232
Barron,Town Of Almena Wards 1-2,State Superintendent Of Public Instruction,,374,NP,Jill Underly,139
Barron,Town Of Almena Wards 1-2,State Superintendent Of Public Instruction,,374,NP,Adrianne Melby (write-in),2
Barron,Town Of Almena Wards 1-2,State Superintendent Of Public Instruction,,374,,Scattering,1
Barron,Town Of Arland Ward 1,State Superintendent Of Public Instruction,,241,NP,Brittany Kinser,132
Barron,Town Of Arland Ward 1,State Superintendent Of Public Instruction,,241,NP,Jill Underly,105
Barron,Town Of Arland Ward 1,State Superintendent Of Public Instruction,,241,NP,Adrianne Melby (write-in),3
Barron,Town Of Arland Ward 1,State Superintendent Of Public Instruction,,241,,Scattering,1
Barron,Town Of Barron Wards 1-2,State Superintendent Of Public Instruction,,285,NP,Brittany Kinser,191
Barron,Town Of Barron Wards 1-2,State Superintendent Of Public Instruction,,285,NP,Jill Underly,94
Barron,Town Of Barron Wards 1-2,State Superintendent Of Public Instruction,,285,NP,Adrianne Melby (write-in),0
Barron,Town Of Barron Wards 1-2,State Superintendent Of Public Instruction,,285,,Scattering,0
Barron,Town Of Bear Lake Ward 1,State Superintendent Of Public Instruction,,330,NP,Brittany Kinser,202
Barron,Town Of Bear Lake Ward 1,State Superintendent Of Public Instruction,,330,NP,Jill Underly,126
Barron,Town Of Bear Lake Ward 1,State Superintendent Of Public Instruction,,330,NP,Adrianne Melby (write-in),0
Barron,Town Of Bear Lake Ward 1,State Superintendent Of Public Instruction,,330,,Scattering,2
Barron,Town Of Cedar Lake Wards 1-2,State Superintendent Of Public Instruction,,578,NP,Brittany Kinser,383
Barron,Town Of Cedar Lake Wards 1-2,State Superintendent Of Public Instruction,,578,NP,Jill Underly,195
Barron,Town Of Cedar Lake Wards 1-2,State Superintendent Of Public Instruction,,578,NP,Adrianne Melby (write-in),0
Barron,Town Of Cedar Lake Wards 1-2,State Superintendent Of Public Instruction,,578,,Scattering,0
Barron,Town Of Chetek Wards 1-3,State Superintendent Of Public Instruction,,761,NP,Brittany Kinser,434
Barron,Town Of Chetek Wards 1-3,State Superintendent Of Public Instruction,,761,NP,Jill Underly,322
Barron,Town Of Chetek Wards 1-3,State Superintendent Of Public Instruction,,761,NP,Adrianne Melby (write-in),0
Barron,Town Of Chetek Wards 1-3,State Superintendent Of Public Instruction,,761,,Scattering,5
Barron,Town Of Clinton Ward 1,State Superintendent Of Public Instruction,,271,NP,Brittany Kinser,177
Barron,Town Of Clinton Ward 1,State Superintendent Of Public Instruction,,271,NP,Jill Underly,93
Barron,Town Of Clinton Ward 1,State Superintendent Of Public Instruction,,271,NP,Adrianne Melby (write-in),1
Barron,Town Of Clinton Ward 1,State Superintendent Of Public Instruction,,271,,Scattering,0
Barron,Town Of Crystal Lake Ward 1,State Superintendent Of Public Instruction,,354,NP,Brittany Kinser,237
Barron,Town Of Crystal Lake Ward 1,State Superintendent Of Public Instruction,,354,NP,Jill Underly,117
Barron,Town Of Crystal Lake Ward 1,State Superintendent Of Public Instruction,,354,NP,Adrianne Melby (write-in),0
Barron,Town Of Crystal Lake Ward 1,State Superintendent Of Public Instruction,,354,,Scattering,0
Barron,Town Of Cumberland Ward 1,State Superintendent Of Public Instruction,,369,NP,Brittany Kinser,229
Barron,Town Of Cumberland Ward 1,State Superintendent Of Public Instruction,,369,NP,Jill Underly,140
Barron,Town Of Cumberland Ward 1,State Superintendent Of Public Instruction,,369,NP,Adrianne Melby (write-in),0
Barron,Town Of Cumberland Ward 1,State Superintendent Of Public Instruction,,369,,Scattering,0
Barron,Town Of Dallas Wards 1-2,State Superintendent Of Public Instruction,,207,NP,Brittany Kinser,140
Barron,Town Of Dallas Wards 1-2,State Superintendent Of Public Instruction,,207,NP,Jill Underly,61
Barron,Town Of Dallas Wards 1-2,State Superintendent Of Public Instruction,,207,NP,Adrianne Melby (write-in),0
Barron,Town Of Dallas Wards 1-2,State Superintendent Of Public Instruction,,207,,Scattering,6
Barron,Town Of Dovre Ward 1,State Superintendent Of Public Instruction,,320,NP,Brittany Kinser,199
Barron,Town Of Dovre Ward 1,State Superintendent Of Public Instruction,,320,NP,Jill Underly,118
Barron,Town Of Dovre Ward 1,State Superintendent Of Public Instruction,,320,NP,Adrianne Melby (write-in),0
Barron,Town Of Dovre Ward 1,State Superintendent Of Public Instruction,,320,,Scattering,3
Barron,Town Of Doyle Wards 1-2,State Superintendent Of Public Instruction,,238,NP,Brittany Kinser,149
Barron,Town Of Doyle Wards 1-2,State Superintendent Of Public Instruction,,238,NP,Jill Underly,87
Barron,Town Of Doyle Wards 1-2,State Superintendent Of Public Instruction,,238,NP,Adrianne Melby (write-in),0
Barron,Town Of Doyle Wards 1-2,State Superintendent Of Public Instruction,,238,,Scattering,2
Barron,Town Of Lakeland Wards 1-2,State Superintendent Of Public Instruction,,444,NP,Brittany Kinser,272
Barron,Town Of Lakeland Wards 1-2,State Superintendent Of Public Instruction,,444,NP,Jill Underly,168
Barron,Town Of Lakeland Wards 1-2,State Superintendent Of Public Instruction,,444,NP,Adrianne Melby (write-in),0
Barron,Town Of Lakeland Wards 1-2,State Superintendent Of Public Instruction,,444,,Scattering,4
Barron,Town Of Maple Grove Wards 1-2,State Superintendent Of Public Instruction,,332,NP,Brittany Kinser,227
Barron,Town Of Maple Grove Wards 1-2,State Superintendent Of Public Instruction,,332,NP,Jill Underly,103
Barron,Town Of Maple Grove Wards 1-2,State Superintendent Of Public Instruction,,332,NP,Adrianne Melby (write-in),0
Barron,Town Of Maple Grove Wards 1-2,State Superintendent Of Public Instruction,,332,,Scattering,2
Barron,Town Of Maple Plain Ward 1,State Superintendent Of Public Instruction,,364,NP,Brittany Kinser,223
Barron,Town Of Maple Plain Ward 1,State Superintendent Of Public Instruction,,364,NP,Jill Underly,141
Barron,Town Of Maple Plain Ward 1,State Superintendent Of Public Instruction,,364,NP,Adrianne Melby (write-in),0
Barron,Town Of Maple Plain Ward 1,State Superintendent Of Public Instruction,,364,,Scattering,0
Barron,Town Of Oak Grove Wards 1-2,State Superintendent Of Public Instruction,,404,NP,Brittany Kinser,256
Barron,Town Of Oak Grove Wards 1-2,State Superintendent Of Public Instruction,,404,NP,Jill Underly,145
Barron,Town Of Oak Grove Wards 1-2,State Superintendent Of Public Instruction,,404,NP,Adrianne Melby (write-in),0
Barron,Town Of Oak Grove Wards 1-2,State Superintendent Of Public Instruction,,404,,Scattering,3
Barron,Town Of Prairie Farm Wards 1-2,State Superintendent Of Public Instruction,,217,NP,Brittany Kinser,142
Barron,Town Of Prairie Farm Wards 1-2,State Superintendent Of Public Instruction,,217,NP,Jill Underly,74
Barron,Town Of Prairie Farm Wards 1-2,State Superintendent Of Public Instruction,,217,NP,Adrianne Melby (write-in),0
Barron,Town Of Prairie Farm Wards 1-2,State Superintendent Of Public Instruction,,217,,Scattering,1
Barron,Town Of Prairie Lake Wards 1-2,State Superintendent Of Public Instruction,,693,NP,Brittany Kinser,458
Barron,Town Of Prairie Lake Wards 1-2,State Superintendent Of Public Instruction,,693,NP,Jill Underly,235
Barron,Town Of Prairie Lake Wards 1-2,State Superintendent Of Public Instruction,,693,NP,Adrianne Melby (write-in),0
Barron,Town Of Prairie Lake Wards 1-2,State Superintendent Of Public Instruction,,693,,Scattering,0
Barron,Town Of Rice Lake Wards 1-4,State Superintendent Of Public Instruction,,1132,NP,Brittany Kinser,687
Barron,Town Of Rice Lake Wards 1-4,State Superintendent Of Public Instruction,,1132,NP,Jill Underly,435
Barron,Town Of Rice Lake Wards 1-4,State Superintendent Of Public Instruction,,1132,NP,Adrianne Melby (write-in),1
Barron,Town Of Rice Lake Wards 1-4,State Superintendent Of Public Instruction,,1132,,Scattering,9
Barron,Town Of Sioux Creek Ward 1,State Superintendent Of Public Instruction,,274,NP,Brittany Kinser,186
Barron,Town Of Sioux Creek Ward 1,State Superintendent Of Public Instruction,,274,NP,Jill Underly,87
Barron,Town Of Sioux Creek Ward 1,State Superintendent Of Public Instruction,,274,NP,Adrianne Melby (write-in),0
Barron,Town Of Sioux Creek Ward 1,State Superintendent Of Public Instruction,,274,,Scattering,1
Barron,Town Of Stanfold Ward 1,State Superintendent Of Public Instruction,,294,NP,Brittany Kinser,200
Barron,Town Of Stanfold Ward 1,State Superintendent Of Public Instruction,,294,NP,Jill Underly,94
Barron,Town Of Stanfold Ward 1,State Superintendent Of Public Instruction,,294,NP,Adrianne Melby (write-in),0
Barron,Town Of Stanfold Ward 1,State Superintendent Of Public Instruction,,294,,Scattering,0
Barron,Town Of Stanley Wards 1-4,State Superintendent Of Public Instruction,,1015,NP,Brittany Kinser,687
Barron,Town Of Stanley Wards 1-4,State Superintendent Of Public Instruction,,1015,NP,Jill Underly,325
Barron,Town Of Stanley Wards 1-4,State Superintendent Of Public Instruction,,1015,NP,Adrianne Melby (write-in),0
Barron,Town Of Stanley Wards 1-4,State Superintendent Of Public Instruction,,1015,,Scattering,3
Barron,Town Of Sumner Ward 1,State Superintendent Of Public Instruction,,305,NP,Brittany Kinser,209
Barron,Town Of Sumner Ward 1,State Superintendent Of Public Instruction,,305,NP,Jill Underly,96
Barron,Town Of Sumner Ward 1,State Superintendent Of Public Instruction,,305,NP,Adrianne Melby (write-in),0
Barron,Town Of Sumner Ward 1,State Superintendent Of Public Instruction,,305,,Scattering,0
Barron,Town Of Turtle Lake Ward 1,State Superintendent Of Public Instruction,,259,NP,Brittany Kinser,146
Barron,Town Of Turtle Lake Ward 1,State Superintendent Of Public Instruction,,259,NP,Jill Underly,111
Barron,Town Of Turtle Lake Ward 1,State Superintendent Of Public Instruction,,259,NP,Adrianne Melby (write-in),0
Barron,Town Of Turtle Lake Ward 1,State Superintendent Of Public Instruction,,259,,Scattering,2
Barron,Town Of Vance Creek Ward 1,State Superintendent Of Public Instruction,,267,NP,Brittany Kinser,171
Barron,Town Of Vance Creek Ward 1,State Superintendent Of Public Instruction,,267,NP,Jill Underly,96
Barron,Town Of Vance Creek Ward 1,State Superintendent Of Public Instruction,,267,NP,Adrianne Melby (write-in),0
Barron,Town Of Vance Creek Ward 1,State Superintendent Of Public Instruction,,267,,Scattering,0
Barron,Village Of Almena Ward 1,State Superintendent Of Public Instruction,,174,NP,Brittany Kinser,113
Barron,Village Of Almena Ward 1,State Superintendent Of Public Instruction,,174,NP,Jill Underly,60
Barron,Village Of Almena Ward 1,State Superintendent Of Public Instruction,,174,NP,Adrianne Melby (write-in),0
Barron,Village Of Almena Ward 1,State Superintendent Of Public Instruction,,174,,Scattering,1
Barron,Village Of Cameron Wards 1-3,State Superintendent Of Public Instruction,,604,NP,Brittany Kinser,390
Barron,Village Of Cameron Wards 1-3,State Superintendent Of Public Instruction,,604,NP,Jill Underly,195
Barron,Village Of Cameron Wards 1-3,State Superintendent Of Public Instruction,,604,NP,Adrianne Melby (write-in),4
Barron,Village Of Cameron Wards 1-3,State Superintendent Of Public Instruction,,604,,Scattering,15
Barron,Village Of Dallas Ward 1,State Superintendent Of Public Instruction,,113,NP,Brittany Kinser,78
