blk2020ge,blk2010ge,weight
170070106011010,551050033001076,1.000000000000
271630702063000,551091204001013,0.000000000000
271630702063000,551091204001127,0.000000000000
271630702063000,551091204001129,1.000000000000
271630702063001,551091204001015,0.032100091700
271630702063001,551091204001132,0.967899908300
550019501001000,550019501001000,1.000000000000
550019501001001,550019501001001,1.000000000000
550019501001001,550019501001002,0.000000000000
550019501001001,550019501001037,0.000000000000
550019501001002,550019501001003,1.000000000000
550019501001003,550019501001004,0.926598293600
550019501001003,550019501001035,0.073401706400
550019501001004,550019501001005,1.000000000000
550019501001005,550019501001006,1.000000000000
550019501001006,550019501001007,1.000000000000
550019501001007,550019501001008,1.000000000000
550019501001008,550019501001008,1.000000000000
550019501001009,550019501001117,1.000000000000
550019501001010,550019501001033,1.000000000000
550019501001011,550019501001034,1.000000000000
550019501001012,550019501001038,1.000000000000
550019501001013,550019501001036,1.000000000000
550019501001014,550019501001009,0.000000000000
550019501001014,550019501001010,0.992489305800
550019501001014,550019501001029,0.000000000000
550019501001014,550019501001030,0.000000000000
550019501001014,550019501001031,0.007510694200
550019501001015,550019501001027,1.000000000000
550019501001016,550019501001011,1.000000000000
550019501001017,550019501001012,1.000000000000
550019501001018,550019501001013,1.000000000000
550019501001019,550019501001014,1.000000000000
550019501001020,550019501001015,1.000000000000
550019501001021,550019501001016,1.000000000000
550019501001022,550019501001024,1.000000000000
550019501001023,550019501001025,1.000000000000
550019501001024,550019501001026,1.000000000000
550019501001025,550019501001028,1.000000000000
550019501001026,550019501001051,0.505157445100
550019501001026,550019501001072,0.494842554900
550019501001027,550019501001050,0.000000000000
550019501001027,550019501001051,1.000000000000
550019501001028,550019501001031,1.000000000000
550019501001029,550019501001009,1.000000000000
550019501001030,550019501001053,1.000000000000
550019501001031,550019501001052,1.000000000000
550019501001032,550019501001049,0.964334096900
550019501001032,550019501001072,0.035665903100
550019501001033,550019501001039,1.000000000000
550019501001034,550019501001040,1.000000000000
550019501001035,550019501001041,1.000000000000
550019501001036,550019501001041,1.000000000000
550019501001037,550019501001042,1.000000000000
550019501001038,550019501001043,1.000000000000
550019501001039,550019501001044,1.000000000000
550019501001040,550019501001045,1.000000000000
550019501001041,550019501001046,1.000000000000
550019501001041,550019501001062,0.000000000000
