district,C_TOT24,C_HSP24,C_NHS24,C_WHT24,C_BLA24,C_AMI24,C_ASI24,C_NHP24,C_2OM24,C_BLW24,C_AIW24,C_ASW24,C_AIB24,C_AIA24,C_ASN24,C_BLK24,CVAP_TOT24,CVAP_HSP24,CVAP_NHS24,CVAP_WHT24,CVAP_BLA24,CVAP_AMI24,CVAP_ASI24,CVAP_NHP24,CVAP_2OM24,CVAP_BLW24,CVAP_AIW24,CVAP_ASW24,CVAP_AIB24,CVAP_AIA24,CVAP_ASN24,CVAP_BLK24
21,56168,8563,47664,41875,2239,85,1630,8,194,477,482,643,21,589,2283,2748,43781,4948,38838,34452,1921,87,1293,10,108,188,387,385,15,489,1672,2127
22,60384,1636,58753,55727,525,48,979,31,301,281,216,547,105,372,1511,932,47142,1276,45868,44018,364,50,703,12,268,98,150,163,42,241,868,513
23,56886,2897,53984,44523,4877,78,2429,4,117,843,252,853,21,350,3288,5769,43078,1499,41586,34780,3903,65,1899,4,38,436,195,262,10,273,2169,4363
24,58931,2128,56788,50883,2141,61,2567,0,31,484,131,499,5,195,3065,2616,45995,1437,44549,40197,1772,63,1952,5,21,260,125,167,4,190,2117,2026
25,58847,3009,55837,51380,717,52,1747,66,183,694,442,568,4,497,2314,1416,46247,1430,44818,42184,425,41,1189,5,109,280,351,231,4,394,1420,713
26,56614,6067,50543,41581,1490,80,5322,99,151,1007,394,410,0,474,5732,2499,42952,3304,39649,34152,1063,74,3473,110,48,269,264,188,0,338,3661,1329
27,58995,1635,57368,55172,779,80,402,54,168,208,280,185,18,406,585,995,48195,1139,47059,45566,727,74,218,42,7,121,187,109,8,290,327,854
28,60737,1445,59280,57052,499,75,323,12,182,357,392,357,15,483,678,878,45694,696,45000,43728,377,38,196,0,15,130,288,194,15,341,392,533
29,58288,3558,54742,53059,345,49,291,18,73,355,348,206,0,389,488,706,44347,1050,43314,42302,291,32,172,5,23,161,249,71,0,278,243,454
30,59893,1296,58586,56277,282,34,814,23,326,234,238,370,12,284,1184,529,47168,851,46304,44876,246,19,462,12,116,63,204,303,8,231,761,319
31,55836,5987,49845,47946,412,68,362,22,74,442,211,296,24,295,654,864,44300,3463,40829,39558,335,67,296,4,52,163,156,182,27,244,479,514
32,59095,6186,52880,50905,504,56,278,5,86,331,374,279,13,442,562,843,46130,3571,42513,41121,379,46,232,0,64,153,269,142,5,319,372,542
33,59704,2513,57237,54885,905,30,500,14,29,278,302,259,13,347,761,1216,47886,1689,46228,44580,600,41,428,11,30,139,271,110,17,331,539,766
34,59935,1082,58850,54992,228,2188,117,8,82,273,712,239,9,2909,356,510,50002,589,49412,46800,168,1466,99,15,73,140,488,159,4,1959,258,312
35,60084,1091,58988,56499,231,194,297,9,22,525,663,540,0,853,843,754,48741,550,48179,46545,151,149,230,0,30,204,448,426,8,603,654,364
36,59814,1209,58602,55491,233,1150,122,13,90,396,880,212,20,2048,334,643,48909,637,48273,46168,186,868,98,12,58,183,560,131,12,1441,226,383
37,58384,3724,54689,51267,1911,211,234,22,72,496,229,246,12,452,486,2422,46969,2206,44765,41832,1771,204,159,27,50,360,183,150,25,412,314,2156
38,58053,3751,54285,52275,465,42,178,4,78,502,347,384,19,408,554,983,45956,1941,44015,42840,262,36,128,0,62,239,233,208,24,293,328,510
39,58898,2575,56319,53927,619,152,326,26,205,371,360,304,16,526,627,1043,47008,1485,45526,44030,463,119,227,19,191,160,217,94,8,348,321,645
40,57663,2031,55640,52589,949,166,381,19,211,506,510,224,57,733,616,1519,45722,1325,44400,42144,792,149,295,22,140,327,376,99,61,586,402,1180
41,57952,2993,54958,52852,442,335,233,4,50,452,493,145,7,843,366,858,44947,1397,43559,42239,252,195,146,12,17,264,305,136,7,509,271,510
42,57797,2646,55185,51130,1168,104,1087,8,97,681,340,518,44,488,1598,1880,44800,1423,43401,41128,722,94,673,12,27,225,264,249,0,358,919,943
43,57811,3322,54493,51129,593,76,650,4,52,669,582,727,6,670,1377,1270,46193,1921,44277,42132,463,61,407,5,59,222,442,473,0,509,879,684
44,59139,3935,55202,50991,2028,50,762,4,60,795,223,308,0,273,1069,2813,46846,2066,44778,42183,1271,45,460,8,60,368,218,183,4,266,643,1635
45,57576,6943,50631,42702,5551,10,380,0,66,1467,247,179,11,268,560,7041,43421,3765,39650,34551,3874,5,373,0,44,549,152,81,8,165,454,4439
46,58815,3900,54888,52230,771,28,770,14,13,385,308,338,0,336,1104,1159,45929,1962,43953,42216,580,19,591,0,11,149,186,186,0,205,777,731
47,57399,3495,53862,46249,2813,95,2636,0,173,980,301,405,192,569,3046,4035,46470,1620,44798,39119,2341,70,2042,5,73,510,219,206,204,460,2252,3088
48,58712,3110,55609,45815,4655,0,3208,68,71,1131,158,422,114,271,3640,5904,44715,1954,42779,36648,3085,4,2379,53,62,261,148,133,43,195,2511,3381
49,59056,1307,57748,55620,899,85,355,33,124,182,208,245,5,298,600,1094,47232,768,46467,44793,821,85,342,40,51,51,173,116,0,258,458,874
50,58133,1769,56349,54294,603,23,400,10,44,281,207,474,10,246,863,911,44788,934,43858,42644,309,21,307,0,20,100,142,302,1,167,598,430
51,58513,1628,56898,55189,317,25,287,4,12,528,408,116,0,425,405,847,44459,698,43756,42634,301,32,209,9,13,248,253,43,11,292,252,560
52,57818,2980,54823,47649,1664,224,3270,54,117,831,755,221,24,1004,3506,2516,44875,1729,43150,38865,930,172,2249,27,24,206,512,152,19,694,2409,1177
53,58196,4617,53571,49087,1103,204,1690,0,69,537,380,422,54,637,2120,1686,44581,2423,42147,39654,568,194,954,0,12,253,264,218,22,479,1181,830
54,57847,2209,55630,48303,2755,249,2144,78,430,546,483,418,210,941,2553,3511,48351,1788,46563,41368,2072,259,1610,33,216,355,312,259,70,642,1860,2496
55,60016,1840,58192,55704,515,27,1026,0,18,269,407,255,8,444,1266,810,47535,1143,46394,44541,479,27,729,0,16,141,333,148,7,375,865,626
56,59743,2243,57527,54886,268,124,1094,0,47,131,467,528,4,591,1622,392,44939,1134,43827,42283,203,79,633,4,19,56,294,251,9,380,887,267
57,59609,2692,56916,55060,672,126,172,9,159,99,383,213,16,527,389,799,48182,1469,46701,45372,608,99,158,4,63,33,269,97,21,389,255,658
58,59331,2256,57077,54659,647,54,218,21,232,595,274,345,0,328,564,1246,46994,1257,45722,44182,517,45,190,30,124,215,252,135,0,294,330,745
59,59437,2173,57252,55338,428,41,370,4,80,473,259,256,5,303,640,903,47271,1302,45977,44964,228,37,282,13,62,140,207,83,0,244,365,354
60,57399,4026,53372,49302,1465,113,1212,0,71,745,374,84,4,483,1296,2214,44756,2046,42708,40005,1099,75,736,0,76,322,313,70,4,390,806,1425
61,56968,7923,49071,42977,1733,162,1882,4,104,1343,352,524,8,524,2394,3085,44039,5307,38749,34640,1320,107,1555,6,56,753,148,178,13,271,1723,2085
62,57767,11938,45838,32884,10165,83,285,19,151,1565,269,298,89,440,582,11844,41558,6540,34975,26839,6799,74,207,11,100,441,199,251,67,337,456,7334
63,57875,4404,53443,48653,1540,76,1634,198,103,448,327,447,0,400,2083,1990,45193,2573,42624,39071,1398,82,1118,172,45,201,209,259,10,302,1390,1605
64,56015,8957,47091,38260,4713,104,1173,6,602,1370,345,379,24,491,1552,6119,42978,5199,37788,31760,3592,83,825,0,276,643,293,200,22,411,1020,4283
65,57603,8989,48590,40432,4940,46,910,8,233,1558,349,181,91,468,1087,6579,44492,5500,39008,33747,3439,29,675,0,116,741,241,164,47,305,847,4195
66,56656,8912,47739,35363,8810,188,784,19,268,1611,313,349,63,568,1133,10458,43735,5578,38183,29741,6296,90,681,11,141,787,245,146,68,405,827,7129
67,59728,1480,58247,55743,720,118,242,12,14,451,666,233,54,837,468,1209,46835,795,46045,44525,544,84,167,13,14,146,441,115,12,536,271,687
68,59828,870,58969,57233,235,120,196,30,54,255,597,226,2,711,422,504,47411,523,46878,45826,150,88,156,23,34,77,385,132,4,474,283,232
69,58440,2330,56104,54289,713,81,198,16,33,359,304,71,31,429,271,1112,42729,851,41880,40563,592,67,149,6,13,171,229,38,29,336,187,798
70,58799,1878,56940,52557,1220,1259,411,6,102,415,720,238,22,1992,654,1661,45877,1089,44795,41673,1144,937,294,5,32,175,457,64,18,1407,362,1333
71,59328,2133,57181,53512,488,35,1633,0,171,533,365,401,0,400,2033,1021,48297,1226,47050,44519,381,28,1218,0,166,237,297,171,0,330,1387,618
72,60627,1945,58661,55932,375,193,814,3,134,625,430,106,9,648,927,1005,48409,1094,47304,45634,316,180,434,8,96,236,313,38,12,511,478,568
73,58721,1389,57322,50793,394,3064,303,5,115,700,1407,356,64,4538,656,1167,47496,830,46663,42039,246,2391,276,14,74,408,942,211,37,3369,485,691
74,60257,962,59305,54080,233,2867,179,16,72,252,1574,116,32,4464,299,507,49637,649,48989,45269,220,2030,66,8,25,178,1110,77,32,3160,149,428
75,60630,1259,59371,56939,241,545,255,14,102,335,740,196,9,1300,450,586,49125,754,48373,46637,180,442,193,17,57,169,548,121,8,1011,310,359
76,58417,4456,53979,43211,4989,30,2229,15,183,1846,393,915,101,524,3149,6937,50417,2836,47578,40107,3319,37,1786,12,143,1081,329,645,57,423,2437,4470
77,51294,2199,49128,41997,1307,126,3451,11,253,675,225,909,163,536,4357,2136,47252,1916,45375,38840,1269,124,3304,13,240,448,222,727,140,523,4030,1873
78,57943,5307,52631,43966,4382,37,1580,8,336,923,302,883,223,560,2469,5541,44973,2769,42190,36960,2679,38,1162,0,194,451,207,482,63,304,1644,3169
79,55321,4175,51162,41044,3769,193,3412,5,413,857,208,1259,5,406,4667,4568,44123,2531,41618,34635,2629,153,2507,10,311,407,167,807,5,325,3321,3003
80,61413,3358,58063,50985,1806,110,3892,11,47,391,195,669,21,325,4570,2217,46261,1886,44381,39710,1171,104,2669,0,54,209,141,340,31,276,3012,1410
81,59011,4060,54912,50512,1121,10,1774,14,79,662,183,574,4,199,2339,1776,45555,2432,43095,40323,824,4,1144,11,26,373,132,249,7,143,1389,1196
82,56594,5948,50622,46262,1643,57,1058,0,135,754,352,389,4,414,1445,2418,45123,3893,41211,38322,1169,50,779,0,57,391,260,200,4,317,978,1592
83,59043,2994,56053,51093,1014,50,2343,0,125,887,100,426,6,157,2774,1897,46974,1774,45194,41856,779,48,1758,4,25,445,68,198,1,114,1959,1199
84,58377,2917,55444,53527,506,66,488,20,124,391,130,190,21,220,678,905,46315,1801,44518,43545,221,46,378,12,75,32,101,72,21,170,448,274
85,57129,1917,55226,47730,375,89,4642,20,236,870,487,821,0,578,5466,1238,44639,800,43814,39360,280,48,2991,26,129,364,412,175,0,460,3179,643
86,58596,1413,57207,54768,236,24,655,1,142,292,410,688,5,428,1334,533,45724,698,45033,43635,146,16,352,4,108,131,271,407,6,287,739,283
87,58746,1261,57468,53790,443,249,1954,0,143,299,428,167,0,679,2111,751,45670,796,44918,42754,265,132,1241,8,83,103,311,25,1,441,1269,366
88,58656,3684,54970,50454,1751,433,1018,18,20,459,471,241,55,966,1250,2261,46697,1923,44784,41427,1551,311,818,20,21,82,327,149,35,683,963,1680
89,58504,5063,53442,43851,1173,2060,2588,20,345,1314,1302,693,169,3520,3287,2681,45655,2681,42979,37092,717,1603,1615,32,223,568,816,271,123,2533,1883,1426
90,53823,10566,43265,35950,1753,637,2266,46,219,1022,825,525,81,1535,2791,2867,40261,5318,34933,30258,1238,467,1499,34,116,366,638,284,81,1177,1783,1667
91,59230,1837,57391,53189,595,130,1555,10,135,652,455,645,10,584,2165,1258,46719,1144,45583,43047,369,136,1043,0,66,255,304,384,0,431,1387,619
92,58435,1183,57252,53535,576,236,1881,0,217,323,212,266,22,475,2155,906,47079,734,46340,43878,524,199,1297,12,98,85,170,77,13,384,1391,622
93,59572,1165,58411,54526,483,86,2217,140,161,219,357,248,4,451,2500,698,47619,523,47106,44499,358,55,1460,102,67,124,275,153,4,334,1654,488
94,60624,1298,59309,53991,902,121,2663,28,103,572,258,658,0,382,3323,1463,46212,925,45274,41996,608,78,1913,20,105,107,163,260,5,245,2177,714
95,58377,2333,56047,52190,1196,121,1221,5,51,754,280,235,8,411,1455,1969,47309,1186,46109,43630,877,89,789,0,17,339,247,150,10,351,931,1227
96,58071,1297,56778,53755,337,90,1402,14,137,332,265,403,27,385,1809,689,45417,795,44627,42518,306,73,1074,0,55,139,207,205,34,314,1283,477
97,59841,2589,57237,55376,270,65,654,0,56,197,184,415,4,242,1063,492,48355,1683,46661,45480,117,47,589,4,18,57,134,187,7,175,766,195
98,60471,1956,58549,55507,488,70,1113,0,100,308,361,627,15,447,1739,805,46604,1087,45542,43627,322,50,611,8,77,264,221,373,12,287,979,595
99,59265,1591,57684,55019,644,125,606,21,50,587,229,429,0,364,1046,1216,47381,1067,46317,44700,413,93,453,16,32,323,181,110,2,286,578,739
ZZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
