district,name,total_population,white_vap_pct,black_vap_pct,hispanic_vap_pct,native_vap_pct,asian_vap_pct,pacific_vap_pct,multiracial_vap_pct
58,District 58,47607,94.14,1.14,2.66,0.1,0.49,0.07,0.15
59,District 59,47512,93.32,1.26,3.21,0.29,0.53,0.03,0.21
60,District 60,47341,94.74,0.71,2.38,0.1,0.69,0.01,0.43
61,District 61,47605,87.79,1.5,7.84,0.1,1.22,0.0,0.16
62,District 62,45260,86.31,3.99,6.52,0.08,0.75,0.29,0.22
63,District 63,46989,86.77,4.52,5.69,0.09,1.35,0.03,0.13
64,District 64,44022,73.02,9.15,11.39,0.14,2.3,0.02,0.59
65,District 65,40769,71.95,9.39,14.63,0.13,0.71,0.0,0.35
66,District 66,40640,54.93,22.17,19.38,0.29,0.67,0.0,0.18
67,District 67,47170,95.18,0.79,1.14,0.37,1.5,0.02,0.15
68,District 68,44453,93.35,1.44,2.07,0.26,1.06,0.0,0.12
69,District 69,43898,92.4,1.22,2.26,1.49,0.52,0.0,0.13
70,District 70,44850,94.52,1.08,1.86,0.64,0.71,0.02,0.04
71,District 71,48294,92.35,0.82,2.57,0.05,2.47,0.0,0.34
72,District 72,48286,93.17,1.14,3.16,0.27,0.77,0.02,0.27
73,District 73,48428,92.85,0.49,1.41,1.72,0.51,0.05,0.15
74,District 74,49494,90.59,0.43,1.55,4.51,0.32,0.0,0.06
75,District 75,46683,94.87,0.95,1.81,0.31,0.34,0.03,0.03
76,District 76,52690,81.18,4.05,5.03,0.07,5.65,0.02,0.57
77,District 77,44716,80.31,3.6,5.32,0.39,5.84,0.0,0.22
78,District 78,45276,77.7,6.82,5.84,0.24,6.69,0.01,0.6
79,District 79,44367,84.87,2.64,5.08,0.06,4.67,0.03,0.14
80,District 80,45909,92.07,1.35,3.0,0.08,1.88,0.02,0.1
81,District 81,46346,93.76,0.57,2.72,0.19,0.69,0.03,0.33
82,District 82,41252,87.42,2.7,5.1,0.15,3.34,0.12,0.08
83,District 83,48846,94.38,0.47,3.69,0.1,0.81,0.02,0.15
84,District 84,46459,75.91,3.71,13.47,0.43,3.9,0.01,0.12
85,District 85,45099,88.8,0.44,2.06,0.12,6.03,0.07,0.37
86,District 86,46431,92.87,0.56,1.41,0.02,3.58,0.0,0.08
87,District 87,46688,91.89,0.56,1.4,3.59,0.28,0.09,0.18
88,District 88,43829,85.01,2.34,6.27,0.43,3.32,0.07,0.27
89,District 89,46407,94.92,0.93,1.65,0.29,0.45,0.02,0.16
90,District 90,41633,73.3,2.27,13.81,2.18,4.0,0.01,0.34
91,District 91,48769,91.24,1.07,1.61,0.26,3.9,0.19,0.16
92,District 92,43724,96.03,0.42,1.91,0.23,0.43,0.02,0.06
93,District 93,46426,95.64,0.52,1.69,0.07,0.67,0.02,0.12
94,District 94,46377,90.91,1.28,2.06,0.18,4.16,0.04,0.25
95,District 95,48885,90.82,1.73,2.05,0.23,3.49,0.0,0.03
96,District 96,44082,95.29,0.8,1.9,0.09,0.45,0.05,0.16
97,District 97,47346,89.37,1.84,5.59,0.11,1.6,0.0,0.06
98,District 98,46507,88.63,1.25,6.39,0.09,1.51,0.0,0.14
99,District 99,47459,92.55,0.4,3.2,0.16,1.8,0.01,0.11
ZZZ,District ZZZ,0,0,0,0,0,0,0,0
